Index,Year,Suburb,OffenceType,CPI-Annual-Change
0,2010,FIG TREE POCKET,GOOD_ORDER,MEDIUM
1,2007,ANSTEAD,GOOD_ORDER,HIGH
2,2007,ANSTEAD,ASSAULT,HIGH
3,2007,ANSTEAD,PROPERTY_DAMAGE,HIGH
4,2007,ANSTEAD,GOOD_ORDER,HIGH
5,2008,ANSTEAD,UNLAWFUL_ENTRY,VERY HIGH
6,2008,ANSTEAD,GOOD_ORDER,VERY HIGH
7,2010,ANSTEAD,GOOD_ORDER,MEDIUM
8,2010,ANSTEAD,UNLAWFUL_ENTRY,MEDIUM
9,2011,ANSTEAD,PROPERTY_DAMAGE,HIGH
10,2011,ANSTEAD,THEFT,HIGH
11,2011,ANSTEAD,THEFT,HIGH
12,2011,ANSTEAD,GOOD_ORDER,HIGH
13,2012,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
14,2012,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
15,2012,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
16,2012,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
17,2012,ANSTEAD,THEFT,VERY LOW
18,2013,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
19,2013,ANSTEAD,THEFT,VERY LOW
20,2013,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
21,2013,ANSTEAD,THEFT,VERY LOW
22,2013,ANSTEAD,THEFT,VERY LOW
23,2013,ANSTEAD,GOOD_ORDER,VERY LOW
24,2013,ANSTEAD,GOOD_ORDER,VERY LOW
25,2015,ANSTEAD,THEFT,VERY LOW
26,2015,ANSTEAD,THEFT,VERY LOW
27,2015,ANSTEAD,PROPERTY_DAMAGE,VERY LOW
28,2015,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
29,2016,ANSTEAD,GOOD_ORDER,VERY LOW
30,2016,ANSTEAD,GOOD_ORDER,VERY LOW
31,2016,ANSTEAD,GOOD_ORDER,VERY LOW
32,2016,ANSTEAD,THEFT,VERY LOW
33,2016,ANSTEAD,THEFT,VERY LOW
34,2016,ANSTEAD,PROPERTY_DAMAGE,VERY LOW
35,2016,ANSTEAD,PROPERTY_DAMAGE,VERY LOW
36,2016,ANSTEAD,PROPERTY_DAMAGE,VERY LOW
37,2016,ANSTEAD,PROPERTY_DAMAGE,VERY LOW
38,2007,ANSTEAD,UNLAWFUL_MOTOR_VEHICLE,HIGH
39,2007,ANSTEAD,UNLAWFUL_ENTRY,HIGH
40,2007,ANSTEAD,PROPERTY_DAMAGE,HIGH
41,2010,ANSTEAD,PROPERTY_DAMAGE,MEDIUM
42,2013,ANSTEAD,THEFT,VERY LOW
43,2017,ANSTEAD,THEFT,VERY LOW
44,2007,ANSTEAD,UNLAWFUL_ENTRY,HIGH
45,2007,ANSTEAD,THEFT,HIGH
46,2007,ANSTEAD,UNLAWFUL_ENTRY,HIGH
47,2008,ANSTEAD,UNLAWFUL_ENTRY,VERY HIGH
48,2008,ANSTEAD,UNLAWFUL_ENTRY,VERY HIGH
49,2008,ANSTEAD,PROPERTY_DAMAGE,VERY HIGH
50,2008,ANSTEAD,THEFT,VERY HIGH
51,2008,ANSTEAD,THEFT,VERY HIGH
52,2008,ANSTEAD,DRUG,VERY HIGH
53,2008,ANSTEAD,ASSAULT,VERY HIGH
54,2008,ANSTEAD,PROPERTY_DAMAGE,VERY HIGH
55,2009,ANSTEAD,THEFT,VERY HIGH
56,2009,ANSTEAD,THEFT,VERY HIGH
57,2011,ANSTEAD,THEFT,HIGH
58,2011,ANSTEAD,DRUG,HIGH
59,2012,ANSTEAD,THEFT,VERY LOW
60,2012,ANSTEAD,DRUG,VERY LOW
61,2012,ANSTEAD,DRUG,VERY LOW
62,2012,ANSTEAD,PROPERTY_DAMAGE,VERY LOW
63,2012,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
64,2012,ANSTEAD,DRUG,VERY LOW
65,2013,ANSTEAD,FRAUD,VERY LOW
66,2014,ANSTEAD,PROPERTY_DAMAGE,MEDIUM
67,2014,ANSTEAD,PROPERTY_DAMAGE,MEDIUM
68,2014,ANSTEAD,UNLAWFUL_MOTOR_VEHICLE,MEDIUM
69,2014,ANSTEAD,THEFT,MEDIUM
70,2015,ANSTEAD,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
71,2016,ANSTEAD,GOOD_ORDER,VERY LOW
72,2016,ANSTEAD,GOOD_ORDER,VERY LOW
73,2017,ANSTEAD,PROPERTY_DAMAGE,VERY LOW
74,2017,ANSTEAD,THEFT,VERY LOW
75,2007,ANSTEAD,PROPERTY_DAMAGE,HIGH
76,2007,ANSTEAD,GOOD_ORDER,HIGH
77,2007,ANSTEAD,GOOD_ORDER,HIGH
78,2008,ANSTEAD,DRUG,VERY HIGH
79,2008,ANSTEAD,DRUG,VERY HIGH
80,2008,ANSTEAD,UNLAWFUL_ENTRY,VERY HIGH
81,2008,ANSTEAD,UNLAWFUL_ENTRY,VERY HIGH
82,2008,ANSTEAD,UNLAWFUL_ENTRY,VERY HIGH
83,2008,ANSTEAD,PROPERTY_DAMAGE,VERY HIGH
84,2008,ANSTEAD,UNLAWFUL_ENTRY,VERY HIGH
85,2008,ANSTEAD,PROPERTY_DAMAGE,VERY HIGH
86,2008,ANSTEAD,DRUG,VERY HIGH
87,2009,ANSTEAD,GOOD_ORDER,VERY HIGH
88,2009,ANSTEAD,DRUG,VERY HIGH
89,2009,ANSTEAD,DRUG,VERY HIGH
90,2009,ANSTEAD,UNLAWFUL_ENTRY,VERY HIGH
91,2009,ANSTEAD,THEFT,VERY HIGH
92,2009,ANSTEAD,DRUG,VERY HIGH
93,2009,ANSTEAD,PROPERTY_DAMAGE,VERY HIGH
94,2009,ANSTEAD,UNLAWFUL_ENTRY,VERY HIGH
95,2009,ANSTEAD,THEFT,VERY HIGH
96,2011,ANSTEAD,UNLAWFUL_ENTRY,HIGH
97,2012,ANSTEAD,DRUG,VERY LOW
98,2012,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
99,2012,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
100,2012,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
101,2012,ANSTEAD,THEFT,VERY LOW
102,2013,ANSTEAD,THEFT,VERY LOW
103,2013,ANSTEAD,ASSAULT,VERY LOW
104,2013,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
105,2013,ANSTEAD,THEFT,VERY LOW
106,2013,ANSTEAD,HOMOCIDE,VERY LOW
107,2013,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
108,2013,ANSTEAD,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
109,2013,ANSTEAD,THEFT,VERY LOW
110,2013,ANSTEAD,GOOD_ORDER,VERY LOW
111,2013,ANSTEAD,ASSAULT,VERY LOW
112,2013,ANSTEAD,THEFT,VERY LOW
113,2014,ANSTEAD,GOOD_ORDER,MEDIUM
114,2014,ANSTEAD,UNLAWFUL_ENTRY,MEDIUM
115,2014,ANSTEAD,UNLAWFUL_MOTOR_VEHICLE,MEDIUM
116,2014,ANSTEAD,THEFT,MEDIUM
117,2015,ANSTEAD,GOOD_ORDER,VERY LOW
118,2015,ANSTEAD,GOOD_ORDER,VERY LOW
119,2015,ANSTEAD,THEFT,VERY LOW
120,2016,ANSTEAD,THEFT,VERY LOW
121,2017,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
122,2009,ANSTEAD,GOOD_ORDER,VERY HIGH
123,2013,ANSTEAD,THEFT,VERY LOW
124,2007,ANSTEAD,DRUG,HIGH
125,2007,ANSTEAD,DRUG,HIGH
126,2007,ANSTEAD,DRUG,HIGH
127,2008,ANSTEAD,UNLAWFUL_ENTRY,VERY HIGH
128,2008,ANSTEAD,DRUG,VERY HIGH
129,2013,ANSTEAD,PROPERTY_DAMAGE,VERY LOW
130,2013,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
131,2013,ANSTEAD,THEFT,VERY LOW
132,2017,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
133,2017,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
134,2017,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
135,2007,ANSTEAD,ASSAULT,HIGH
136,2007,ANSTEAD,PROPERTY_DAMAGE,HIGH
137,2007,ANSTEAD,GOOD_ORDER,HIGH
138,2008,ANSTEAD,PROPERTY_DAMAGE,VERY HIGH
139,2008,ANSTEAD,UNLAWFUL_ENTRY,VERY HIGH
140,2008,ANSTEAD,THEFT,VERY HIGH
141,2009,ANSTEAD,UNLAWFUL_ENTRY,VERY HIGH
142,2009,ANSTEAD,UNLAWFUL_ENTRY,VERY HIGH
143,2016,ANSTEAD,THEFT,VERY LOW
144,2010,ANSTEAD,GOOD_ORDER,MEDIUM
145,2010,ANSTEAD,UNLAWFUL_ENTRY,MEDIUM
146,2010,ANSTEAD,THEFT,MEDIUM
147,2011,ANSTEAD,THEFT,HIGH
148,2011,ANSTEAD,THEFT,HIGH
149,2011,ANSTEAD,GOOD_ORDER,HIGH
150,2011,ANSTEAD,UNLAWFUL_ENTRY,HIGH
151,2012,ANSTEAD,DRUG,VERY LOW
152,2012,ANSTEAD,FRAUD,VERY LOW
153,2012,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
154,2012,ANSTEAD,GOOD_ORDER,VERY LOW
155,2012,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
156,2013,ANSTEAD,PROPERTY_DAMAGE,VERY LOW
157,2013,ANSTEAD,GOOD_ORDER,VERY LOW
158,2013,ANSTEAD,GOOD_ORDER,VERY LOW
159,2013,ANSTEAD,ARSON,VERY LOW
160,2014,ANSTEAD,GOOD_ORDER,MEDIUM
161,2014,ANSTEAD,GOOD_ORDER,MEDIUM
162,2014,ANSTEAD,UNLAWFUL_ENTRY,MEDIUM
163,2015,ANSTEAD,THEFT,VERY LOW
164,2016,ANSTEAD,ASSAULT,VERY LOW
165,2016,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
166,2008,ANSTEAD,UNLAWFUL_ENTRY,VERY HIGH
167,2008,ANSTEAD,FRAUD,VERY HIGH
168,2009,ANSTEAD,UNLAWFUL_ENTRY,VERY HIGH
169,2011,ANSTEAD,UNLAWFUL_ENTRY,HIGH
170,2012,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
171,2012,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
172,2008,ANSTEAD,THEFT,VERY HIGH
173,2010,ANSTEAD,UNLAWFUL_ENTRY,MEDIUM
174,2011,ANSTEAD,DRUG,HIGH
175,2012,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
176,2013,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
177,2016,ANSTEAD,FRAUD,VERY LOW
178,2016,ANSTEAD,DRUG,VERY LOW
179,2017,ANSTEAD,PROPERTY_DAMAGE,VERY LOW
180,2008,ANSTEAD,GOOD_ORDER,VERY HIGH
181,2012,ANSTEAD,GOOD_ORDER,VERY LOW
182,2013,ANSTEAD,THEFT,VERY LOW
183,2016,ANSTEAD,DRUG,VERY LOW
184,2016,ANSTEAD,THEFT,VERY LOW
185,2010,ANSTEAD,UNLAWFUL_ENTRY,MEDIUM
186,2012,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
187,2012,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
188,2015,ANSTEAD,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
189,2015,ANSTEAD,THEFT,VERY LOW
190,2016,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
191,2016,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
192,2011,ANSTEAD,GOOD_ORDER,HIGH
193,2012,ANSTEAD,THEFT,VERY LOW
194,2012,ANSTEAD,THEFT,VERY LOW
195,2013,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
196,2013,ANSTEAD,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
197,2013,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
198,2013,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
199,2013,ANSTEAD,FRAUD,VERY LOW
200,2014,ANSTEAD,UNLAWFUL_ENTRY,MEDIUM
201,2014,ANSTEAD,THEFT,MEDIUM
202,2015,ANSTEAD,GOOD_ORDER,VERY LOW
203,2015,ANSTEAD,THEFT,VERY LOW
204,2015,ANSTEAD,PROPERTY_DAMAGE,VERY LOW
205,2015,ANSTEAD,THEFT,VERY LOW
206,2016,ANSTEAD,PROPERTY_DAMAGE,VERY LOW
207,2017,ANSTEAD,THEFT,VERY LOW
208,2011,ANSTEAD,PROPERTY_DAMAGE,HIGH
209,2013,ANSTEAD,THEFT,VERY LOW
210,2013,ANSTEAD,THEFT,VERY LOW
211,2014,ANSTEAD,THEFT,MEDIUM
212,2014,ANSTEAD,GOOD_ORDER,MEDIUM
213,2015,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
214,2015,ANSTEAD,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
215,2016,ANSTEAD,DRUG,VERY LOW
216,2017,ANSTEAD,THEFT,VERY LOW
217,2017,ANSTEAD,UNLAWFUL_ENTRY,VERY LOW
218,2016,ANSTEAD,DRUG,VERY LOW
219,2007,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,HIGH
220,2007,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,HIGH
221,2007,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,HIGH
222,2008,ASHGROVE,THEFT,VERY HIGH
223,2008,ASHGROVE,THEFT,VERY HIGH
224,2010,ASHGROVE,PROPERTY_DAMAGE,MEDIUM
225,2010,ASHGROVE,PROPERTY_DAMAGE,MEDIUM
226,2010,ASHGROVE,THEFT,MEDIUM
227,2010,ASHGROVE,GOOD_ORDER,MEDIUM
228,2011,ASHGROVE,FRAUD,HIGH
229,2011,ASHGROVE,UNLAWFUL_ENTRY,HIGH
230,2011,ASHGROVE,UNLAWFUL_ENTRY,HIGH
231,2011,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,HIGH
232,2011,ASHGROVE,UNLAWFUL_ENTRY,HIGH
233,2012,ASHGROVE,THEFT,VERY LOW
234,2012,ASHGROVE,GOOD_ORDER,VERY LOW
235,2013,ASHGROVE,DRUG,VERY LOW
236,2013,ASHGROVE,THEFT,VERY LOW
237,2014,ASHGROVE,GOOD_ORDER,MEDIUM
238,2015,ASHGROVE,GOOD_ORDER,VERY LOW
239,2016,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
240,2017,ASHGROVE,THEFT,VERY LOW
241,2007,ASHGROVE,UNLAWFUL_ENTRY,HIGH
242,2007,ASHGROVE,UNLAWFUL_ENTRY,HIGH
243,2007,ASHGROVE,PROPERTY_DAMAGE,HIGH
244,2007,ASHGROVE,GOOD_ORDER,HIGH
245,2008,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
246,2008,ASHGROVE,GOOD_ORDER,VERY HIGH
247,2009,ASHGROVE,FRAUD,VERY HIGH
248,2009,ASHGROVE,THEFT,VERY HIGH
249,2009,ASHGROVE,DRUG,VERY HIGH
250,2009,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
251,2010,ASHGROVE,THEFT,MEDIUM
252,2010,ASHGROVE,PROPERTY_DAMAGE,MEDIUM
253,2011,ASHGROVE,THEFT,HIGH
254,2012,ASHGROVE,GOOD_ORDER,VERY LOW
255,2012,ASHGROVE,DRUG,VERY LOW
256,2012,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
257,2012,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
258,2012,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
259,2012,ASHGROVE,THEFT,VERY LOW
260,2013,ASHGROVE,GOOD_ORDER,VERY LOW
261,2013,ASHGROVE,THEFT,VERY LOW
262,2014,ASHGROVE,PROPERTY_DAMAGE,MEDIUM
263,2014,ASHGROVE,DRUG,MEDIUM
264,2015,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
265,2015,ASHGROVE,DRUG,VERY LOW
266,2015,ASHGROVE,THEFT,VERY LOW
267,2015,ASHGROVE,DRUG,VERY LOW
268,2017,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
269,2016,ASHGROVE,GOOD_ORDER,VERY LOW
270,2017,ASHGROVE,GOOD_ORDER,VERY LOW
271,2017,ASHGROVE,GOOD_ORDER,VERY LOW
272,2007,ASHGROVE,DRUG,HIGH
273,2007,ASHGROVE,DRUG,HIGH
274,2007,ASHGROVE,ASSAULT,HIGH
275,2008,ASHGROVE,THEFT,VERY HIGH
276,2009,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
277,2009,ASHGROVE,DRUG,VERY HIGH
278,2009,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
279,2010,ASHGROVE,DRUG,MEDIUM
280,2011,ASHGROVE,THEFT,HIGH
281,2011,ASHGROVE,UNLAWFUL_ENTRY,HIGH
282,2011,ASHGROVE,UNLAWFUL_ENTRY,HIGH
283,2011,ASHGROVE,DRUG,HIGH
284,2011,ASHGROVE,DRUG,HIGH
285,2011,ASHGROVE,THEFT,HIGH
286,2011,ASHGROVE,PROPERTY_DAMAGE,HIGH
287,2011,ASHGROVE,GOOD_ORDER,HIGH
288,2012,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
289,2012,ASHGROVE,THEFT,VERY LOW
290,2012,ASHGROVE,THEFT,VERY LOW
291,2012,ASHGROVE,DRUG,VERY LOW
292,2012,ASHGROVE,DRUG,VERY LOW
293,2013,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
294,2014,ASHGROVE,THEFT,MEDIUM
295,2014,ASHGROVE,GOOD_ORDER,MEDIUM
296,2015,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
297,2015,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
298,2015,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
299,2016,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
300,2016,ASHGROVE,DRUG,VERY LOW
301,2016,ASHGROVE,THEFT,VERY LOW
302,2016,ASHGROVE,GOOD_ORDER,VERY LOW
303,2017,ASHGROVE,THEFT,VERY LOW
304,2017,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
305,2007,ASHGROVE,THEFT,HIGH
306,2007,ASHGROVE,ASSAULT,HIGH
307,2007,ASHGROVE,PROPERTY_DAMAGE,HIGH
308,2007,ASHGROVE,PROPERTY_DAMAGE,HIGH
309,2007,ASHGROVE,UNLAWFUL_ENTRY,HIGH
310,2008,ASHGROVE,THEFT,VERY HIGH
311,2008,ASHGROVE,FRAUD,VERY HIGH
312,2008,ASHGROVE,DRUG,VERY HIGH
313,2008,ASHGROVE,THEFT,VERY HIGH
314,2008,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
315,2009,ASHGROVE,THEFT,VERY HIGH
316,2009,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
317,2010,ASHGROVE,PROPERTY_DAMAGE,MEDIUM
318,2010,ASHGROVE,DRUG,MEDIUM
319,2010,ASHGROVE,THEFT,MEDIUM
320,2010,ASHGROVE,UNLAWFUL_ENTRY,MEDIUM
321,2011,ASHGROVE,FRAUD,HIGH
322,2010,ASHGROVE,THEFT,MEDIUM
323,2011,ASHGROVE,THEFT,HIGH
324,2011,ASHGROVE,GOOD_ORDER,HIGH
325,2011,ASHGROVE,THEFT,HIGH
326,2011,ASHGROVE,THEFT,HIGH
327,2012,ASHGROVE,THEFT,VERY LOW
328,2012,ASHGROVE,THEFT,VERY LOW
329,2012,ASHGROVE,DRUG,VERY LOW
330,2012,ASHGROVE,THEFT,VERY LOW
331,2012,ASHGROVE,THEFT,VERY LOW
332,2012,ASHGROVE,THEFT,VERY LOW
333,2012,ASHGROVE,THEFT,VERY LOW
334,2012,ASHGROVE,THEFT,VERY LOW
335,2012,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
336,2012,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
337,2012,ASHGROVE,THEFT,VERY LOW
338,2012,ASHGROVE,THEFT,VERY LOW
339,2012,ASHGROVE,THEFT,VERY LOW
340,2012,ASHGROVE,THEFT,VERY LOW
341,2012,ASHGROVE,THEFT,VERY LOW
342,2012,ASHGROVE,THEFT,VERY LOW
343,2012,ASHGROVE,THEFT,VERY LOW
344,2012,ASHGROVE,DRUG,VERY LOW
345,2012,ASHGROVE,THEFT,VERY LOW
346,2012,ASHGROVE,THEFT,VERY LOW
347,2012,ASHGROVE,THEFT,VERY LOW
348,2012,ASHGROVE,THEFT,VERY LOW
349,2012,ASHGROVE,FRAUD,VERY LOW
350,2012,ASHGROVE,THEFT,VERY LOW
351,2012,ASHGROVE,FRAUD,VERY LOW
352,2012,ASHGROVE,THEFT,VERY LOW
353,2012,ASHGROVE,THEFT,VERY LOW
354,2012,ASHGROVE,THEFT,VERY LOW
355,2012,ASHGROVE,THEFT,VERY LOW
356,2012,ASHGROVE,THEFT,VERY LOW
357,2013,ASHGROVE,THEFT,VERY LOW
358,2013,ASHGROVE,THEFT,VERY LOW
359,2013,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
360,2013,ASHGROVE,THEFT,VERY LOW
361,2013,ASHGROVE,THEFT,VERY LOW
362,2013,ASHGROVE,THEFT,VERY LOW
363,2013,ASHGROVE,THEFT,VERY LOW
364,2013,ASHGROVE,FRAUD,VERY LOW
365,2013,ASHGROVE,THEFT,VERY LOW
366,2013,ASHGROVE,THEFT,VERY LOW
367,2013,ASHGROVE,THEFT,VERY LOW
368,2013,ASHGROVE,THEFT,VERY LOW
369,2013,ASHGROVE,THEFT,VERY LOW
370,2013,ASHGROVE,THEFT,VERY LOW
371,2013,ASHGROVE,THEFT,VERY LOW
372,2013,ASHGROVE,THEFT,VERY LOW
373,2013,ASHGROVE,THEFT,VERY LOW
374,2013,ASHGROVE,THEFT,VERY LOW
375,2013,ASHGROVE,THEFT,VERY LOW
376,2013,ASHGROVE,THEFT,VERY LOW
377,2013,ASHGROVE,THEFT,VERY LOW
378,2013,ASHGROVE,THEFT,VERY LOW
379,2013,ASHGROVE,THEFT,VERY LOW
380,2013,ASHGROVE,THEFT,VERY LOW
381,2013,ASHGROVE,THEFT,VERY LOW
382,2013,ASHGROVE,THEFT,VERY LOW
383,2013,ASHGROVE,THEFT,VERY LOW
384,2014,ASHGROVE,FRAUD,MEDIUM
385,2014,ASHGROVE,THEFT,MEDIUM
386,2014,ASHGROVE,THEFT,MEDIUM
387,2014,ASHGROVE,THEFT,MEDIUM
388,2014,ASHGROVE,FRAUD,MEDIUM
389,2014,ASHGROVE,THEFT,MEDIUM
390,2014,ASHGROVE,THEFT,MEDIUM
391,2014,ASHGROVE,THEFT,MEDIUM
392,2014,ASHGROVE,THEFT,MEDIUM
393,2014,ASHGROVE,THEFT,MEDIUM
394,2014,ASHGROVE,THEFT,MEDIUM
395,2014,ASHGROVE,THEFT,MEDIUM
396,2015,ASHGROVE,THEFT,VERY LOW
397,2015,ASHGROVE,THEFT,VERY LOW
398,2015,ASHGROVE,THEFT,VERY LOW
399,2015,ASHGROVE,THEFT,VERY LOW
400,2015,ASHGROVE,THEFT,VERY LOW
401,2015,ASHGROVE,THEFT,VERY LOW
402,2015,ASHGROVE,THEFT,VERY LOW
403,2015,ASHGROVE,THEFT,VERY LOW
404,2015,ASHGROVE,THEFT,VERY LOW
405,2015,ASHGROVE,THEFT,VERY LOW
406,2015,ASHGROVE,THEFT,VERY LOW
407,2015,ASHGROVE,THEFT,VERY LOW
408,2015,ASHGROVE,THEFT,VERY LOW
409,2015,ASHGROVE,THEFT,VERY LOW
410,2015,ASHGROVE,THEFT,VERY LOW
411,2015,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
412,2015,ASHGROVE,THEFT,VERY LOW
413,2015,ASHGROVE,HANDLING_STOLEN_GOODS,VERY LOW
414,2015,ASHGROVE,THEFT,VERY LOW
415,2015,ASHGROVE,THEFT,VERY LOW
416,2015,ASHGROVE,THEFT,VERY LOW
417,2015,ASHGROVE,THEFT,VERY LOW
418,2015,ASHGROVE,THEFT,VERY LOW
419,2015,ASHGROVE,THEFT,VERY LOW
420,2015,ASHGROVE,THEFT,VERY LOW
421,2015,ASHGROVE,THEFT,VERY LOW
422,2015,ASHGROVE,THEFT,VERY LOW
423,2015,ASHGROVE,THEFT,VERY LOW
424,2015,ASHGROVE,THEFT,VERY LOW
425,2015,ASHGROVE,THEFT,VERY LOW
426,2015,ASHGROVE,THEFT,VERY LOW
427,2016,ASHGROVE,THEFT,VERY LOW
428,2016,ASHGROVE,THEFT,VERY LOW
429,2016,ASHGROVE,THEFT,VERY LOW
430,2016,ASHGROVE,THEFT,VERY LOW
431,2016,ASHGROVE,THEFT,VERY LOW
432,2016,ASHGROVE,THEFT,VERY LOW
433,2016,ASHGROVE,THEFT,VERY LOW
434,2016,ASHGROVE,THEFT,VERY LOW
435,2016,ASHGROVE,THEFT,VERY LOW
436,2016,ASHGROVE,THEFT,VERY LOW
437,2016,ASHGROVE,THEFT,VERY LOW
438,2016,ASHGROVE,THEFT,VERY LOW
439,2016,ASHGROVE,THEFT,VERY LOW
440,2016,ASHGROVE,THEFT,VERY LOW
441,2016,ASHGROVE,THEFT,VERY LOW
442,2016,ASHGROVE,THEFT,VERY LOW
443,2016,ASHGROVE,THEFT,VERY LOW
444,2016,ASHGROVE,THEFT,VERY LOW
445,2016,ASHGROVE,THEFT,VERY LOW
446,2016,ASHGROVE,THEFT,VERY LOW
447,2017,ASHGROVE,THEFT,VERY LOW
448,2017,ASHGROVE,THEFT,VERY LOW
449,2017,ASHGROVE,THEFT,VERY LOW
450,2017,ASHGROVE,THEFT,VERY LOW
451,2017,ASHGROVE,THEFT,VERY LOW
452,2017,ASHGROVE,THEFT,VERY LOW
453,2017,ASHGROVE,THEFT,VERY LOW
454,2017,ASHGROVE,THEFT,VERY LOW
455,2017,ASHGROVE,THEFT,VERY LOW
456,2017,ASHGROVE,THEFT,VERY LOW
457,2017,ASHGROVE,THEFT,VERY LOW
458,2017,ASHGROVE,THEFT,VERY LOW
459,2017,ASHGROVE,THEFT,VERY LOW
460,2017,ASHGROVE,THEFT,VERY LOW
461,2017,ASHGROVE,THEFT,VERY LOW
462,2017,ASHGROVE,THEFT,VERY LOW
463,2007,ASHGROVE,UNLAWFUL_ENTRY,HIGH
464,2007,ASHGROVE,UNLAWFUL_ENTRY,HIGH
465,2007,ASHGROVE,UNLAWFUL_ENTRY,HIGH
466,2008,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
467,2008,ASHGROVE,ASSAULT,VERY HIGH
468,2008,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
469,2009,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
470,2009,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
471,2009,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
472,2009,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
473,2010,ASHGROVE,GOOD_ORDER,MEDIUM
474,2010,ASHGROVE,THEFT,MEDIUM
475,2011,ASHGROVE,DRUG,HIGH
476,2011,ASHGROVE,UNLAWFUL_ENTRY,HIGH
477,2011,ASHGROVE,UNLAWFUL_ENTRY,HIGH
478,2011,ASHGROVE,UNLAWFUL_ENTRY,HIGH
479,2011,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,HIGH
480,2012,ASHGROVE,ROBBERY,VERY LOW
481,2012,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
482,2012,ASHGROVE,THEFT,VERY LOW
483,2012,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
