Index,Year,Suburb,OffenceType,CPI-Annual-Change
484,2012,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
485,2013,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
486,2015,ASHGROVE,DRUG,VERY LOW
487,2016,ASHGROVE,ROBBERY,VERY LOW
488,2016,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
489,2017,ASHGROVE,DRUG,VERY LOW
490,2007,ASHGROVE,UNLAWFUL_ENTRY,HIGH
491,2007,ASHGROVE,UNLAWFUL_ENTRY,HIGH
492,2009,ASHGROVE,THEFT,VERY HIGH
493,2010,ASHGROVE,UNLAWFUL_ENTRY,MEDIUM
494,2010,ASHGROVE,UNLAWFUL_ENTRY,MEDIUM
495,2011,ASHGROVE,THEFT,HIGH
496,2011,ASHGROVE,THEFT,HIGH
497,2011,ASHGROVE,GOOD_ORDER,HIGH
498,2012,ASHGROVE,THEFT,VERY LOW
499,2013,ASHGROVE,THEFT,VERY LOW
500,2013,ASHGROVE,ASSAULT,VERY LOW
501,2014,ASHGROVE,UNLAWFUL_ENTRY,MEDIUM
502,2014,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,MEDIUM
503,2014,ASHGROVE,THEFT,MEDIUM
504,2014,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,MEDIUM
505,2015,ASHGROVE,THEFT,VERY LOW
506,2015,ASHGROVE,THEFT,VERY LOW
507,2017,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
508,2007,ASHGROVE,THEFT,HIGH
509,2007,ASHGROVE,THEFT,HIGH
510,2007,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,HIGH
511,2007,ASHGROVE,THEFT,HIGH
512,2007,ASHGROVE,UNLAWFUL_ENTRY,HIGH
513,2007,ASHGROVE,UNLAWFUL_ENTRY,HIGH
514,2008,ASHGROVE,THEFT,VERY HIGH
515,2008,ASHGROVE,THEFT,VERY HIGH
516,2008,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
517,2012,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
518,2012,ASHGROVE,THEFT,VERY LOW
519,2013,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
520,2013,ASHGROVE,FRAUD,VERY LOW
521,2014,ASHGROVE,THEFT,MEDIUM
522,2016,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
523,2007,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,HIGH
524,2007,ASHGROVE,THEFT,HIGH
525,2007,ASHGROVE,THEFT,HIGH
526,2008,ASHGROVE,ASSAULT,VERY HIGH
527,2007,ASHGROVE,PROPERTY_DAMAGE,HIGH
528,2008,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
529,2009,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
530,2009,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
531,2009,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
532,2009,ASHGROVE,THEFT,VERY HIGH
533,2013,ASHGROVE,DRUG,VERY LOW
534,2011,ASHGROVE,GOOD_ORDER,HIGH
535,2011,ASHGROVE,UNLAWFUL_ENTRY,HIGH
536,2011,ASHGROVE,PROPERTY_DAMAGE,HIGH
537,2013,ASHGROVE,THEFT,VERY LOW
538,2013,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
539,2013,ASHGROVE,THEFT,VERY LOW
540,2013,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
541,2014,ASHGROVE,UNLAWFUL_ENTRY,MEDIUM
542,2014,ASHGROVE,THEFT,MEDIUM
543,2015,ASHGROVE,DRUG,VERY LOW
544,2016,ASHGROVE,THEFT,VERY LOW
545,2016,ASHGROVE,DRUG,VERY LOW
546,2016,ASHGROVE,DRUG,VERY LOW
547,2017,ASHGROVE,DRUG,VERY LOW
548,2007,ASHGROVE,GOOD_ORDER,HIGH
549,2007,ASHGROVE,DRUG,HIGH
550,2007,ASHGROVE,GOOD_ORDER,HIGH
551,2007,ASHGROVE,GOOD_ORDER,HIGH
552,2007,ASHGROVE,GOOD_ORDER,HIGH
553,2007,ASHGROVE,GOOD_ORDER,HIGH
554,2007,ASHGROVE,PROPERTY_DAMAGE,HIGH
555,2007,ASHGROVE,PROPERTY_DAMAGE,HIGH
556,2007,ASHGROVE,GOOD_ORDER,HIGH
557,2007,ASHGROVE,UNLAWFUL_ENTRY,HIGH
558,2008,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
559,2008,ASHGROVE,GOOD_ORDER,VERY HIGH
560,2008,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
561,2008,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
562,2008,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
563,2008,ASHGROVE,THEFT,VERY HIGH
564,2008,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
565,2008,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
566,2008,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
567,2008,ASHGROVE,GOOD_ORDER,VERY HIGH
568,2009,ASHGROVE,GOOD_ORDER,VERY HIGH
569,2009,ASHGROVE,DRUG,VERY HIGH
570,2009,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
571,2010,ASHGROVE,ASSAULT,MEDIUM
572,2011,ASHGROVE,FRAUD,HIGH
573,2011,ASHGROVE,THEFT,HIGH
574,2012,ASHGROVE,THEFT,VERY LOW
575,2012,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
576,2013,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
577,2013,ASHGROVE,THEFT,VERY LOW
578,2013,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
579,2013,ASHGROVE,THEFT,VERY LOW
580,2013,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
581,2014,ASHGROVE,UNLAWFUL_ENTRY,MEDIUM
582,2014,ASHGROVE,UNLAWFUL_ENTRY,MEDIUM
583,2015,ASHGROVE,THEFT,VERY LOW
584,2015,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
585,2015,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
586,2015,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
587,2016,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
588,2016,ASHGROVE,THEFT,VERY LOW
589,2007,ASHGROVE,UNLAWFUL_ENTRY,HIGH
590,2007,ASHGROVE,PROPERTY_DAMAGE,HIGH
591,2007,ASHGROVE,PROPERTY_DAMAGE,HIGH
592,2007,ASHGROVE,UNLAWFUL_ENTRY,HIGH
593,2007,ASHGROVE,GOOD_ORDER,HIGH
594,2008,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
595,2008,ASHGROVE,GOOD_ORDER,VERY HIGH
596,2009,ASHGROVE,DRUG,VERY HIGH
597,2009,ASHGROVE,GOOD_ORDER,VERY HIGH
598,2010,ASHGROVE,GOOD_ORDER,MEDIUM
599,2010,ASHGROVE,GOOD_ORDER,MEDIUM
600,2010,ASHGROVE,DRUG,MEDIUM
601,2011,ASHGROVE,PROPERTY_DAMAGE,HIGH
602,2011,ASHGROVE,DRUG,HIGH
603,2011,ASHGROVE,DRUG,HIGH
604,2012,ASHGROVE,DRUG,VERY LOW
605,2012,ASHGROVE,GOOD_ORDER,VERY LOW
606,2014,ASHGROVE,GOOD_ORDER,MEDIUM
607,2014,ASHGROVE,GOOD_ORDER,MEDIUM
608,2015,ASHGROVE,DRUG,VERY LOW
609,2015,ASHGROVE,DRUG,VERY LOW
610,2015,ASHGROVE,DRUG,VERY LOW
611,2015,ASHGROVE,DRUG,VERY LOW
612,2016,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
613,2016,ASHGROVE,DRUG,VERY LOW
614,2016,ASHGROVE,GOOD_ORDER,VERY LOW
615,2016,ASHGROVE,GOOD_ORDER,VERY LOW
616,2016,ASHGROVE,DRUG,VERY LOW
617,2016,ASHGROVE,GOOD_ORDER,VERY LOW
618,2016,ASHGROVE,GOOD_ORDER,VERY LOW
619,2016,ASHGROVE,DRUG,VERY LOW
620,2016,ASHGROVE,DRUG,VERY LOW
621,2016,ASHGROVE,GOOD_ORDER,VERY LOW
622,2016,ASHGROVE,GOOD_ORDER,VERY LOW
623,2016,ASHGROVE,DRUG,VERY LOW
624,2016,ASHGROVE,GOOD_ORDER,VERY LOW
625,2017,ASHGROVE,DRUG,VERY LOW
626,2017,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
627,2017,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
628,2017,ASHGROVE,GOOD_ORDER,VERY LOW
629,2017,ASHGROVE,GOOD_ORDER,VERY LOW
630,2007,ASHGROVE,THEFT,HIGH
631,2008,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
632,2008,ASHGROVE,THEFT,VERY HIGH
633,2008,ASHGROVE,GOOD_ORDER,VERY HIGH
634,2008,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
635,2009,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
636,2009,ASHGROVE,GOOD_ORDER,VERY HIGH
637,2009,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
638,2010,ASHGROVE,GOOD_ORDER,MEDIUM
639,2010,ASHGROVE,ASSAULT,MEDIUM
640,2011,ASHGROVE,UNLAWFUL_ENTRY,HIGH
641,2012,ASHGROVE,GOOD_ORDER,VERY LOW
642,2012,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
643,2013,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
644,2013,ASHGROVE,FRAUD,VERY LOW
645,2014,ASHGROVE,THEFT,MEDIUM
646,2014,ASHGROVE,DRUG,MEDIUM
647,2014,ASHGROVE,THEFT,MEDIUM
648,2016,ASHGROVE,FRAUD,VERY LOW
649,2017,ASHGROVE,DRUG,VERY LOW
650,2007,ASHGROVE,THEFT,HIGH
651,2007,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,HIGH
652,2008,ASHGROVE,THEFT,VERY HIGH
653,2008,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
654,2008,ASHGROVE,THEFT,VERY HIGH
655,2008,ASHGROVE,ASSAULT,VERY HIGH
656,2009,ASHGROVE,ASSAULT,VERY HIGH
657,2009,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
658,2009,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
659,2010,ASHGROVE,THEFT,MEDIUM
660,2010,ASHGROVE,THEFT,MEDIUM
661,2010,ASHGROVE,PROPERTY_DAMAGE,MEDIUM
662,2010,ASHGROVE,THEFT,MEDIUM
663,2010,ASHGROVE,THEFT,MEDIUM
664,2011,ASHGROVE,UNLAWFUL_ENTRY,HIGH
665,2011,ASHGROVE,THEFT,HIGH
666,2012,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
667,2012,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
668,2016,ASHGROVE,DRUG,VERY LOW
669,2013,ASHGROVE,THEFT,VERY LOW
670,2013,ASHGROVE,ASSAULT,VERY LOW
671,2013,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
672,2014,ASHGROVE,UNLAWFUL_ENTRY,MEDIUM
673,2014,ASHGROVE,UNLAWFUL_ENTRY,MEDIUM
674,2014,ASHGROVE,PROPERTY_DAMAGE,MEDIUM
675,2015,ASHGROVE,DRUG,VERY LOW
676,2015,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
677,2016,ASHGROVE,DRUG,VERY LOW
678,2016,ASHGROVE,THEFT,VERY LOW
679,2017,ASHGROVE,THEFT,VERY LOW
680,2017,ASHGROVE,DRUG,VERY LOW
681,2017,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
682,2007,ASHGROVE,THEFT,HIGH
683,2007,ASHGROVE,THEFT,HIGH
684,2008,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
685,2008,ASHGROVE,GOOD_ORDER,VERY HIGH
686,2009,ASHGROVE,THEFT,VERY HIGH
687,2012,ASHGROVE,ASSAULT,VERY LOW
688,2013,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
689,2014,ASHGROVE,GOOD_ORDER,MEDIUM
690,2016,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
691,2017,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
692,2017,ASHGROVE,THEFT,VERY LOW
693,2007,ASHGROVE,FRAUD,HIGH
694,2007,ASHGROVE,PROPERTY_DAMAGE,HIGH
695,2008,ASHGROVE,THEFT,VERY HIGH
696,2008,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
697,2008,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
698,2008,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
699,2012,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
700,2012,ASHGROVE,THEFT,VERY LOW
701,2012,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
702,2017,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
703,2007,ASHGROVE,DRUG,HIGH
704,2008,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
705,2008,ASHGROVE,GOOD_ORDER,VERY HIGH
706,2008,ASHGROVE,HANDLING_STOLEN_GOODS,VERY HIGH
707,2009,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
708,2009,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
709,2009,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
710,2010,ASHGROVE,THEFT,MEDIUM
711,2007,ASHGROVE,PROPERTY_DAMAGE,HIGH
712,2007,ASHGROVE,ASSAULT,HIGH
713,2007,ASHGROVE,PROPERTY_DAMAGE,HIGH
714,2007,ASHGROVE,PROPERTY_DAMAGE,HIGH
715,2008,ASHGROVE,GOOD_ORDER,VERY HIGH
716,2009,ASHGROVE,GOOD_ORDER,VERY HIGH
717,2011,ASHGROVE,PROPERTY_DAMAGE,HIGH
718,2011,ASHGROVE,UNLAWFUL_ENTRY,HIGH
719,2011,ASHGROVE,UNLAWFUL_ENTRY,HIGH
720,2011,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,HIGH
721,2012,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
722,2012,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
723,2012,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
724,2012,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
725,2012,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
726,2013,ASHGROVE,GOOD_ORDER,VERY LOW
727,2015,ASHGROVE,THEFT,VERY LOW
728,2015,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
729,2015,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
730,2015,ASHGROVE,THEFT,VERY LOW
731,2015,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
732,2015,ASHGROVE,GOOD_ORDER,VERY LOW
733,2016,ASHGROVE,THEFT,VERY LOW
734,2016,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
735,2017,ASHGROVE,THEFT,VERY LOW
736,2007,ASHGROVE,THEFT,HIGH
737,2007,ASHGROVE,PROPERTY_DAMAGE,HIGH
738,2007,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,HIGH
739,2007,ASHGROVE,THEFT,HIGH
740,2007,ASHGROVE,UNLAWFUL_ENTRY,HIGH
741,2010,ASHGROVE,UNLAWFUL_ENTRY,MEDIUM
742,2011,ASHGROVE,GOOD_ORDER,HIGH
743,2011,ASHGROVE,THEFT,HIGH
744,2011,ASHGROVE,GOOD_ORDER,HIGH
745,2012,ASHGROVE,DRUG,VERY LOW
746,2012,ASHGROVE,THEFT,VERY LOW
747,2013,ASHGROVE,DRUG,VERY LOW
748,2013,ASHGROVE,GOOD_ORDER,VERY LOW
749,2014,ASHGROVE,UNLAWFUL_ENTRY,MEDIUM
750,2015,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
751,2016,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
752,2016,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
753,2007,ASHGROVE,DRUG,HIGH
754,2007,ASHGROVE,GOOD_ORDER,HIGH
755,2010,ASHGROVE,PROPERTY_DAMAGE,MEDIUM
756,2007,ASHGROVE,GOOD_ORDER,HIGH
757,2008,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
758,2008,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
759,2008,ASHGROVE,GOOD_ORDER,VERY HIGH
760,2008,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
761,2008,ASHGROVE,THEFT,VERY HIGH
762,2008,ASHGROVE,DRUG,VERY HIGH
763,2009,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
764,2009,ASHGROVE,GOOD_ORDER,VERY HIGH
765,2009,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
766,2009,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
767,2009,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
768,2010,ASHGROVE,PROPERTY_DAMAGE,MEDIUM
769,2010,ASHGROVE,PROPERTY_DAMAGE,MEDIUM
770,2010,ASHGROVE,PROPERTY_DAMAGE,MEDIUM
771,2010,ASHGROVE,UNLAWFUL_ENTRY,MEDIUM
772,2010,ASHGROVE,GOOD_ORDER,MEDIUM
773,2011,ASHGROVE,PROPERTY_DAMAGE,HIGH
774,2011,ASHGROVE,THEFT,HIGH
775,2011,ASHGROVE,PROPERTY_DAMAGE,HIGH
776,2012,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
777,2012,ASHGROVE,DRUG,VERY LOW
778,2012,ASHGROVE,GOOD_ORDER,VERY LOW
779,2012,ASHGROVE,THEFT,VERY LOW
780,2014,ASHGROVE,THEFT,MEDIUM
781,2014,ASHGROVE,THEFT,MEDIUM
782,2015,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
783,2015,ASHGROVE,ASSAULT,VERY LOW
784,2015,ASHGROVE,GOOD_ORDER,VERY LOW
785,2015,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
786,2015,ASHGROVE,DRUG,VERY LOW
787,2016,ASHGROVE,ASSAULT,VERY LOW
788,2017,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
789,2007,ASHGROVE,ARSON,HIGH
790,2008,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
791,2009,ASHGROVE,THEFT,VERY HIGH
792,2009,ASHGROVE,THEFT,VERY HIGH
793,2011,ASHGROVE,UNLAWFUL_ENTRY,HIGH
794,2011,ASHGROVE,THEFT,HIGH
795,2011,ASHGROVE,THEFT,HIGH
796,2011,ASHGROVE,DRUG,HIGH
797,2011,ASHGROVE,UNLAWFUL_ENTRY,HIGH
798,2011,ASHGROVE,UNLAWFUL_ENTRY,HIGH
799,2011,ASHGROVE,PROPERTY_DAMAGE,HIGH
800,2013,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
801,2013,ASHGROVE,GOOD_ORDER,VERY LOW
802,2014,ASHGROVE,THEFT,MEDIUM
803,2014,ASHGROVE,GOOD_ORDER,MEDIUM
804,2015,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
805,2015,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
806,2016,ASHGROVE,THEFT,VERY LOW
807,2016,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
808,2017,ASHGROVE,DRUG,VERY LOW
809,2017,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
810,2017,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
811,2007,ASHGROVE,GOOD_ORDER,HIGH
812,2007,ASHGROVE,THEFT,HIGH
813,2010,ASHGROVE,THEFT,MEDIUM
814,2011,ASHGROVE,PROPERTY_DAMAGE,HIGH
815,2011,ASHGROVE,THEFT,HIGH
816,2011,ASHGROVE,THEFT,HIGH
817,2012,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
818,2012,ASHGROVE,THEFT,VERY LOW
819,2012,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
820,2012,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
821,2013,ASHGROVE,THEFT,VERY LOW
822,2014,ASHGROVE,PROPERTY_DAMAGE,MEDIUM
823,2015,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
824,2017,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
825,2017,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
826,2007,ASHGROVE,PROPERTY_DAMAGE,HIGH
827,2007,ASHGROVE,UNLAWFUL_ENTRY,HIGH
828,2008,ASHGROVE,THEFT,VERY HIGH
829,2008,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
830,2009,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
831,2010,ASHGROVE,THEFT,MEDIUM
832,2010,ASHGROVE,THEFT,MEDIUM
833,2011,ASHGROVE,PROPERTY_DAMAGE,HIGH
834,2013,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
835,2014,ASHGROVE,PROPERTY_DAMAGE,MEDIUM
836,2016,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
837,2016,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
838,2007,ASHGROVE,PROPERTY_DAMAGE,HIGH
839,2007,ASHGROVE,UNLAWFUL_ENTRY,HIGH
840,2011,ASHGROVE,THEFT,HIGH
841,2012,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
842,2012,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
843,2012,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
844,2012,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
845,2013,ASHGROVE,DRUG,VERY LOW
846,2013,ASHGROVE,DRUG,VERY LOW
847,2013,ASHGROVE,DRUG,VERY LOW
848,2007,ASHGROVE,THEFT,HIGH
849,2008,ASHGROVE,THEFT,VERY HIGH
850,2008,ASHGROVE,HANDLING_STOLEN_GOODS,VERY HIGH
851,2009,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
852,2009,ASHGROVE,THEFT,VERY HIGH
853,2010,ASHGROVE,THEFT,MEDIUM
854,2010,ASHGROVE,UNLAWFUL_ENTRY,MEDIUM
855,2010,ASHGROVE,UNLAWFUL_ENTRY,MEDIUM
856,2012,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
857,2012,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
858,2012,ASHGROVE,THEFT,VERY LOW
859,2007,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,HIGH
860,2007,ASHGROVE,THEFT,HIGH
861,2007,ASHGROVE,GOOD_ORDER,HIGH
862,2007,ASHGROVE,THEFT,HIGH
863,2008,ASHGROVE,THEFT,VERY HIGH
864,2008,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
865,2008,ASHGROVE,GOOD_ORDER,VERY HIGH
866,2008,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
867,2009,ASHGROVE,DRUG,VERY HIGH
868,2011,ASHGROVE,THEFT,HIGH
869,2012,ASHGROVE,DRUG,VERY LOW
870,2012,ASHGROVE,GOOD_ORDER,VERY LOW
871,2013,ASHGROVE,DRUG,VERY LOW
872,2013,ASHGROVE,GOOD_ORDER,VERY LOW
873,2013,ASHGROVE,GOOD_ORDER,VERY LOW
874,2014,ASHGROVE,THEFT,MEDIUM
875,2014,ASHGROVE,ASSAULT,MEDIUM
876,2015,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
877,2015,ASHGROVE,GOOD_ORDER,VERY LOW
878,2015,ASHGROVE,GOOD_ORDER,VERY LOW
879,2015,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
880,2016,ASHGROVE,THEFT,VERY LOW
881,2016,ASHGROVE,DRUG,VERY LOW
882,2007,ASHGROVE,THEFT,HIGH
883,2007,ASHGROVE,THEFT,HIGH
884,2007,ASHGROVE,THEFT,HIGH
885,2008,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
886,2008,ASHGROVE,THEFT,VERY HIGH
887,2008,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
888,2009,ASHGROVE,GOOD_ORDER,VERY HIGH
889,2009,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
890,2010,ASHGROVE,PROPERTY_DAMAGE,MEDIUM
891,2010,ASHGROVE,PROPERTY_DAMAGE,MEDIUM
892,2010,ASHGROVE,PROPERTY_DAMAGE,MEDIUM
893,2010,ASHGROVE,DRUG,MEDIUM
894,2012,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
895,2012,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
896,2012,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
897,2012,ASHGROVE,THEFT,VERY LOW
898,2013,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
899,2013,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
900,2013,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
901,2014,ASHGROVE,DRUG,MEDIUM
902,2014,ASHGROVE,GOOD_ORDER,MEDIUM
903,2014,ASHGROVE,UNLAWFUL_ENTRY,MEDIUM
904,2014,ASHGROVE,DRUG,MEDIUM
905,2015,ASHGROVE,GOOD_ORDER,VERY LOW
906,2016,ASHGROVE,THEFT,VERY LOW
907,2016,ASHGROVE,DRUG,VERY LOW
908,2007,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,HIGH
909,2008,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
910,2008,ASHGROVE,THEFT,VERY HIGH
911,2009,ASHGROVE,DRUG,VERY HIGH
912,2009,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
913,2010,ASHGROVE,THEFT,MEDIUM
914,2010,ASHGROVE,UNLAWFUL_ENTRY,MEDIUM
915,2013,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
916,2013,ASHGROVE,THEFT,VERY LOW
917,2013,ASHGROVE,THEFT,VERY LOW
918,2014,ASHGROVE,PROPERTY_DAMAGE,MEDIUM
919,2014,ASHGROVE,THEFT,MEDIUM
920,2014,ASHGROVE,DRUG,MEDIUM
921,2014,ASHGROVE,DRUG,MEDIUM
922,2015,ASHGROVE,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
923,2015,ASHGROVE,DRUG,VERY LOW
924,2007,ASHGROVE,UNLAWFUL_ENTRY,HIGH
925,2007,ASHGROVE,UNLAWFUL_ENTRY,HIGH
926,2007,ASHGROVE,UNLAWFUL_ENTRY,HIGH
927,2008,ASHGROVE,PROPERTY_DAMAGE,VERY HIGH
928,2008,ASHGROVE,GOOD_ORDER,VERY HIGH
929,2009,ASHGROVE,UNLAWFUL_ENTRY,VERY HIGH
930,2012,ASHGROVE,UNLAWFUL_ENTRY,VERY LOW
931,2014,ASHGROVE,PROPERTY_DAMAGE,MEDIUM
932,2014,ASHGROVE,DRUG,MEDIUM
933,2015,ASHGROVE,DRUG,VERY LOW
934,2015,ASHGROVE,GOOD_ORDER,VERY LOW
935,2015,ASHGROVE,HANDLING_STOLEN_GOODS,VERY LOW
936,2016,ASHGROVE,GOOD_ORDER,VERY LOW
937,2017,ASHGROVE,PROPERTY_DAMAGE,VERY LOW
938,2009,ASHGROVE,FRAUD,VERY HIGH
939,2007,ASHGROVE,FRAUD,HIGH
940,2007,ASHGROVE,PROPERTY_DAMAGE,HIGH
941,2007,ASHGROVE,HANDLING_STOLEN_GOODS,HIGH
942,2007,ASHGROVE,GOOD_ORDER,HIGH
943,2007,ASHGROVE,THEFT,HIGH
944,2007,ASHGROVE,THEFT,HIGH
945,2007,ASHGROVE,THEFT,HIGH
