Index,Year,Suburb,OffenceType,CPI-Annual-Change
0,2007,BALMORAL,GOOD_ORDER,HIGH
1,2007,BALMORAL,THEFT,HIGH
2,2007,BALMORAL,THEFT,HIGH
3,2008,BALMORAL,UNLAWFUL_ENTRY,VERY HIGH
4,2009,BALMORAL,UNLAWFUL_ENTRY,VERY HIGH
5,2009,BALMORAL,UNLAWFUL_ENTRY,VERY HIGH
6,2012,BALMORAL,UNLAWFUL_ENTRY,VERY LOW
7,2013,BALMORAL,PROPERTY_DAMAGE,VERY LOW
8,2013,BALMORAL,THEFT,VERY LOW
9,2014,BALMORAL,THEFT,MEDIUM
10,2016,BALMORAL,PROPERTY_DAMAGE,VERY LOW
11,2007,BALMORAL,UNLAWFUL_ENTRY,HIGH
12,2009,BALMORAL,ASSAULT,VERY HIGH
13,2013,BALMORAL,UNLAWFUL_ENTRY,VERY LOW
14,2013,BALMORAL,UNLAWFUL_ENTRY,VERY LOW
15,2013,BALMORAL,THEFT,VERY LOW
16,2014,BALMORAL,THEFT,MEDIUM
17,2014,BALMORAL,UNLAWFUL_ENTRY,MEDIUM
18,2014,BALMORAL,UNLAWFUL_MOTOR_VEHICLE,MEDIUM
19,2015,BALMORAL,UNLAWFUL_ENTRY,VERY LOW
20,2017,BALMORAL,UNLAWFUL_ENTRY,VERY LOW
21,2017,BALMORAL,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
22,2017,BALMORAL,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
23,2007,BALMORAL,GOOD_ORDER,HIGH
24,2010,BALMORAL,PROPERTY_DAMAGE,MEDIUM
25,2010,BALMORAL,PROPERTY_DAMAGE,MEDIUM
26,2007,BALMORAL,UNLAWFUL_ENTRY,HIGH
27,2008,BALMORAL,UNLAWFUL_ENTRY,VERY HIGH
28,2008,BALMORAL,UNLAWFUL_ENTRY,VERY HIGH
29,2009,BALMORAL,PROPERTY_DAMAGE,VERY HIGH
30,2010,BALMORAL,UNLAWFUL_ENTRY,MEDIUM
31,2013,BALMORAL,THEFT,VERY LOW
32,2012,BALMORAL,THEFT,VERY LOW
33,2013,BALMORAL,PROPERTY_DAMAGE,VERY LOW
34,2014,BALMORAL,UNLAWFUL_MOTOR_VEHICLE,MEDIUM
35,2014,BALMORAL,THEFT,MEDIUM
36,2014,BALMORAL,THEFT,MEDIUM
37,2015,BALMORAL,UNLAWFUL_ENTRY,VERY LOW
38,2015,BALMORAL,THEFT,VERY LOW
39,2017,BALMORAL,UNLAWFUL_ENTRY,VERY LOW
40,2017,BALMORAL,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
41,2017,BALMORAL,THEFT,VERY LOW
42,2007,BALMORAL,THEFT,HIGH
43,2008,BALMORAL,GOOD_ORDER,VERY HIGH
44,2009,BALMORAL,PROPERTY_DAMAGE,VERY HIGH
45,2010,BALMORAL,PROPERTY_DAMAGE,MEDIUM
46,2010,BALMORAL,UNLAWFUL_ENTRY,MEDIUM
47,2013,BALMORAL,UNLAWFUL_ENTRY,VERY LOW
48,2013,BALMORAL,UNLAWFUL_ENTRY,VERY LOW
49,2014,BALMORAL,THEFT,MEDIUM
50,2016,BALMORAL,THEFT,VERY LOW
51,2016,BALMORAL,THEFT,VERY LOW
52,2016,BALMORAL,UNLAWFUL_ENTRY,VERY LOW
53,2016,BALMORAL,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
54,2017,BALMORAL,DRUG,VERY LOW
55,2007,BALMORAL,GOOD_ORDER,HIGH
56,2007,BALMORAL,GOOD_ORDER,HIGH
57,2007,BALMORAL,GOOD_ORDER,HIGH
58,2007,BALMORAL,DRUG,HIGH
59,2007,BALMORAL,GOOD_ORDER,HIGH
60,2010,BALMORAL,PROPERTY_DAMAGE,MEDIUM
61,2010,BALMORAL,PROPERTY_DAMAGE,MEDIUM
62,2010,BALMORAL,PROPERTY_DAMAGE,MEDIUM
63,2010,BALMORAL,PROPERTY_DAMAGE,MEDIUM
64,2010,BALMORAL,PROPERTY_DAMAGE,MEDIUM
65,2009,BALMORAL,GOOD_ORDER,VERY HIGH
66,2009,BALMORAL,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
67,2010,BALMORAL,THEFT,MEDIUM
68,2013,BALMORAL,GOOD_ORDER,VERY LOW
69,2013,BALMORAL,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
70,2013,BALMORAL,THEFT,VERY LOW
71,2014,BALMORAL,DRUG,MEDIUM
72,2014,BALMORAL,GOOD_ORDER,MEDIUM
73,2015,BALMORAL,GOOD_ORDER,VERY LOW
74,2007,BALMORAL,PROPERTY_DAMAGE,HIGH
75,2007,BALMORAL,UNLAWFUL_ENTRY,HIGH
76,2010,BALMORAL,PROPERTY_DAMAGE,MEDIUM
77,2011,BALMORAL,UNLAWFUL_ENTRY,HIGH
78,2007,BALMORAL,DRUG,HIGH
79,2007,BALMORAL,UNLAWFUL_ENTRY,HIGH
80,2007,BALMORAL,THEFT,HIGH
81,2008,BALMORAL,THEFT,VERY HIGH
82,2008,BALMORAL,UNLAWFUL_ENTRY,VERY HIGH
83,2009,BALMORAL,UNLAWFUL_ENTRY,VERY HIGH
84,2009,BALMORAL,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
85,2009,BALMORAL,ASSAULT,VERY HIGH
86,2012,BALMORAL,UNLAWFUL_ENTRY,VERY LOW
87,2012,BALMORAL,UNLAWFUL_ENTRY,VERY LOW
88,2013,BALMORAL,PROPERTY_DAMAGE,VERY LOW
89,2013,BALMORAL,ASSAULT,VERY LOW
90,2014,BALMORAL,UNLAWFUL_ENTRY,MEDIUM
91,2014,BALMORAL,UNLAWFUL_ENTRY,MEDIUM
92,2015,BALMORAL,UNLAWFUL_ENTRY,VERY LOW
93,2015,BALMORAL,THEFT,VERY LOW
94,2015,BALMORAL,UNLAWFUL_ENTRY,VERY LOW
95,2015,BALMORAL,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
96,2007,MORNINGSIDE,THEFT,HIGH
97,2007,MORNINGSIDE,PROPERTY_DAMAGE,HIGH
98,2007,MORNINGSIDE,DRUG,HIGH
99,2008,MORNINGSIDE,DRUG,VERY HIGH
100,2008,MORNINGSIDE,UNLAWFUL_ENTRY,VERY HIGH
101,2008,MORNINGSIDE,ARSON,VERY HIGH
102,2008,MORNINGSIDE,THEFT,VERY HIGH
103,2008,MORNINGSIDE,THEFT,VERY HIGH
104,2008,MORNINGSIDE,THEFT,VERY HIGH
105,2011,MORNINGSIDE,FRAUD,HIGH
106,2009,MORNINGSIDE,UNLAWFUL_ENTRY,VERY HIGH
107,2009,MORNINGSIDE,UNLAWFUL_ENTRY,VERY HIGH
108,2010,MORNINGSIDE,ASSAULT,MEDIUM
109,2011,MORNINGSIDE,THEFT,HIGH
110,2012,MORNINGSIDE,THEFT,VERY LOW
111,2013,MORNINGSIDE,UNLAWFUL_ENTRY,VERY LOW
112,2014,MORNINGSIDE,UNLAWFUL_MOTOR_VEHICLE,MEDIUM
113,2014,MORNINGSIDE,THEFT,MEDIUM
114,2015,MORNINGSIDE,THEFT,VERY LOW
115,2015,MORNINGSIDE,ASSAULT,VERY LOW
116,2016,MORNINGSIDE,UNLAWFUL_ENTRY,VERY LOW
117,2017,MORNINGSIDE,GOOD_ORDER,VERY LOW
118,2007,BALMORAL,PROPERTY_DAMAGE,HIGH
119,2007,BALMORAL,THEFT,HIGH
120,2007,MORNINGSIDE,PROPERTY_DAMAGE,HIGH
121,2007,BALMORAL,UNLAWFUL_ENTRY,HIGH
122,2007,BALMORAL,ASSAULT,HIGH
123,2007,BALMORAL,UNLAWFUL_MOTOR_VEHICLE,HIGH
124,2007,BALMORAL,THEFT,HIGH
125,2007,BALMORAL,ASSAULT,HIGH
126,2007,BALMORAL,THEFT,HIGH
127,2007,BALMORAL,PROPERTY_DAMAGE,HIGH
128,2009,BALMORAL,THEFT,VERY HIGH
129,2010,MORNINGSIDE,GOOD_ORDER,MEDIUM
130,2010,BALMORAL,THEFT,MEDIUM
131,2010,BALMORAL,PROPERTY_DAMAGE,MEDIUM
132,2011,BALMORAL,PROPERTY_DAMAGE,HIGH
133,2011,BALMORAL,PROPERTY_DAMAGE,HIGH
134,2011,BALMORAL,PROPERTY_DAMAGE,HIGH
135,2010,BALMORAL,THEFT,MEDIUM
136,2010,MORNINGSIDE,GOOD_ORDER,MEDIUM
137,2011,MORNINGSIDE,GOOD_ORDER,HIGH
138,2012,BALMORAL,GOOD_ORDER,VERY LOW
139,2012,BALMORAL,UNLAWFUL_ENTRY,VERY LOW
140,2013,BALMORAL,GOOD_ORDER,VERY LOW
141,2013,BALMORAL,THEFT,VERY LOW
142,2014,BALMORAL,FRAUD,MEDIUM
143,2016,BALMORAL,ASSAULT,VERY LOW
144,2016,BALMORAL,UNLAWFUL_ENTRY,VERY LOW
145,2007,BALMORAL,THEFT,HIGH
146,2007,BALMORAL,UNLAWFUL_ENTRY,HIGH
147,2007,BALMORAL,UNLAWFUL_ENTRY,HIGH
148,2007,BALMORAL,PROPERTY_DAMAGE,HIGH
149,2007,BALMORAL,UNLAWFUL_ENTRY,HIGH
150,2007,BALMORAL,THEFT,HIGH
151,2008,BALMORAL,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
152,2010,BALMORAL,THEFT,MEDIUM
153,2012,BALMORAL,THEFT,VERY LOW
154,2012,BALMORAL,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
155,2013,BALMORAL,PROPERTY_DAMAGE,VERY LOW
156,2013,BALMORAL,PROPERTY_DAMAGE,VERY LOW
157,2013,BALMORAL,UNLAWFUL_ENTRY,VERY LOW
158,2015,BALMORAL,DRUG,VERY LOW
159,2015,BALMORAL,GOOD_ORDER,VERY LOW
160,2015,BALMORAL,UNLAWFUL_ENTRY,VERY LOW
161,2015,BALMORAL,PROPERTY_DAMAGE,VERY LOW
162,2016,BALMORAL,THEFT,VERY LOW
163,2017,BALMORAL,UNLAWFUL_ENTRY,VERY LOW
164,2007,BALMORAL,PROPERTY_DAMAGE,HIGH
165,2007,BALMORAL,UNLAWFUL_MOTOR_VEHICLE,HIGH
166,2008,MORNINGSIDE,GOOD_ORDER,VERY HIGH
167,2008,MORNINGSIDE,GOOD_ORDER,VERY HIGH
168,2008,MORNINGSIDE,GOOD_ORDER,VERY HIGH
169,2009,BALMORAL,GOOD_ORDER,VERY HIGH
170,2009,MORNINGSIDE,GOOD_ORDER,VERY HIGH
171,2009,MORNINGSIDE,GOOD_ORDER,VERY HIGH
172,2009,MORNINGSIDE,GOOD_ORDER,VERY HIGH
173,2009,MORNINGSIDE,GOOD_ORDER,VERY HIGH
174,2009,MORNINGSIDE,DRUG,VERY HIGH
175,2011,BALMORAL,THEFT,HIGH
176,2011,BALMORAL,UNLAWFUL_ENTRY,HIGH
177,2011,BALMORAL,UNLAWFUL_ENTRY,HIGH
178,2011,BALMORAL,DRUG,HIGH
179,2011,BALMORAL,GOOD_ORDER,HIGH
180,2011,MORNINGSIDE,THEFT,HIGH
181,2011,BALMORAL,THEFT,HIGH
182,2012,BALMORAL,GOOD_ORDER,VERY LOW
183,2012,MORNINGSIDE,GOOD_ORDER,VERY LOW
184,2012,MORNINGSIDE,GOOD_ORDER,VERY LOW
185,2012,MORNINGSIDE,GOOD_ORDER,VERY LOW
186,2012,MORNINGSIDE,GOOD_ORDER,VERY LOW
187,2012,MORNINGSIDE,GOOD_ORDER,VERY LOW
188,2013,BALMORAL,THEFT,VERY LOW
189,2013,MORNINGSIDE,GOOD_ORDER,VERY LOW
190,2013,MORNINGSIDE,GOOD_ORDER,VERY LOW
191,2013,MORNINGSIDE,GOOD_ORDER,VERY LOW
192,2014,MORNINGSIDE,GOOD_ORDER,MEDIUM
193,2014,BALMORAL,UNLAWFUL_ENTRY,MEDIUM
194,2014,MORNINGSIDE,DRUG,MEDIUM
195,2014,BALMORAL,UNLAWFUL_ENTRY,MEDIUM
196,2015,MORNINGSIDE,GOOD_ORDER,VERY LOW
197,2015,BALMORAL,GOOD_ORDER,VERY LOW
198,2015,MORNINGSIDE,THEFT,VERY LOW
199,2015,MORNINGSIDE,GOOD_ORDER,VERY LOW
200,2016,MORNINGSIDE,GOOD_ORDER,VERY LOW
201,2017,BALMORAL,UNLAWFUL_ENTRY,VERY LOW
202,2007,BULIMBA,THEFT,HIGH
203,2007,BULIMBA,GOOD_ORDER,HIGH
204,2009,BULIMBA,GOOD_ORDER,VERY HIGH
205,2010,BULIMBA,THEFT,MEDIUM
206,2010,BULIMBA,PROPERTY_DAMAGE,MEDIUM
207,2010,BULIMBA,GOOD_ORDER,MEDIUM
208,2011,BULIMBA,THEFT,HIGH
209,2011,BULIMBA,GOOD_ORDER,HIGH
210,2012,BULIMBA,UNLAWFUL_ENTRY,VERY LOW
211,2013,BULIMBA,FRAUD,VERY LOW
212,2013,BULIMBA,FRAUD,VERY LOW
213,2013,BULIMBA,FRAUD,VERY LOW
214,2014,BULIMBA,THEFT,MEDIUM
215,2014,BULIMBA,GOOD_ORDER,MEDIUM
216,2014,BULIMBA,ASSAULT,MEDIUM
217,2015,BULIMBA,THEFT,VERY LOW
218,2016,BULIMBA,THEFT,VERY LOW
219,2016,BULIMBA,THEFT,VERY LOW
220,2017,BULIMBA,THEFT,VERY LOW
221,2017,BULIMBA,THEFT,VERY LOW
222,2007,BALMORAL,THEFT,HIGH
223,2007,BALMORAL,THEFT,HIGH
224,2008,BALMORAL,THEFT,VERY HIGH
225,2008,BALMORAL,UNLAWFUL_ENTRY,VERY HIGH
226,2008,BALMORAL,UNLAWFUL_ENTRY,VERY HIGH
227,2008,BALMORAL,ARSON,VERY HIGH
228,2009,BALMORAL,THEFT,VERY HIGH
229,2010,BALMORAL,THEFT,MEDIUM
230,2010,BALMORAL,UNLAWFUL_ENTRY,MEDIUM
231,2011,BALMORAL,UNLAWFUL_ENTRY,HIGH
232,2013,BALMORAL,THEFT,VERY LOW
233,2013,BALMORAL,THEFT,VERY LOW
234,2015,BALMORAL,THEFT,VERY LOW
235,2016,BALMORAL,DRUG,VERY LOW
236,2007,BULIMBA,GOOD_ORDER,HIGH
237,2007,BULIMBA,PROPERTY_DAMAGE,HIGH
238,2007,BULIMBA,GOOD_ORDER,HIGH
239,2007,BULIMBA,GOOD_ORDER,HIGH
240,2007,BULIMBA,PROPERTY_DAMAGE,HIGH
241,2008,BALMORAL,THEFT,VERY HIGH
242,2008,BULIMBA,GOOD_ORDER,VERY HIGH
243,2008,BULIMBA,GOOD_ORDER,VERY HIGH
244,2009,BULIMBA,FRAUD,VERY HIGH
245,2010,BULIMBA,PROPERTY_DAMAGE,MEDIUM
246,2010,BALMORAL,PROPERTY_DAMAGE,MEDIUM
247,2010,BALMORAL,UNLAWFUL_ENTRY,MEDIUM
248,2011,BULIMBA,PROPERTY_DAMAGE,HIGH
249,2012,BULIMBA,GOOD_ORDER,VERY LOW
250,2012,BALMORAL,UNLAWFUL_ENTRY,VERY LOW
251,2012,BULIMBA,UNLAWFUL_ENTRY,VERY LOW
252,2012,BULIMBA,GOOD_ORDER,VERY LOW
253,2012,BULIMBA,GOOD_ORDER,VERY LOW
254,2014,BULIMBA,UNLAWFUL_ENTRY,MEDIUM
255,2014,BULIMBA,PROPERTY_DAMAGE,MEDIUM
256,2015,BALMORAL,THEFT,VERY LOW
257,2015,BULIMBA,GOOD_ORDER,VERY LOW
258,2016,BALMORAL,THEFT,VERY LOW
259,2016,BALMORAL,THEFT,VERY LOW
260,2007,BELMONT,GOOD_ORDER,HIGH
261,2007,BELMONT,DRUG,HIGH
262,2007,BELMONT,THEFT,HIGH
263,2008,BELMONT,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
264,2008,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
265,2008,BELMONT,ASSAULT,VERY HIGH
266,2010,BELMONT,THEFT,MEDIUM
267,2010,BELMONT,GOOD_ORDER,MEDIUM
268,2010,BELMONT,GOOD_ORDER,MEDIUM
269,2012,BELMONT,UNLAWFUL_ENTRY,VERY LOW
270,2012,BELMONT,THEFT,VERY LOW
271,2012,BELMONT,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
272,2013,BELMONT,THEFT,VERY LOW
273,2013,BELMONT,DRUG,VERY LOW
274,2014,BELMONT,DRUG,MEDIUM
275,2014,BELMONT,THEFT,MEDIUM
276,2015,BELMONT,THEFT,VERY LOW
277,2015,BELMONT,FRAUD,VERY LOW
278,2016,BELMONT,UNLAWFUL_ENTRY,VERY LOW
279,2016,BELMONT,GOOD_ORDER,VERY LOW
280,2016,BELMONT,THEFT,VERY LOW
281,2016,BELMONT,THEFT,VERY LOW
282,2017,BELMONT,DRUG,VERY LOW
283,2017,BELMONT,DRUG,VERY LOW
284,2017,BELMONT,DRUG,VERY LOW
285,2017,BELMONT,THEFT,VERY LOW
286,2007,BELMONT,ASSAULT,HIGH
287,2007,BELMONT,PROPERTY_DAMAGE,HIGH
288,2008,BELMONT,PROPERTY_DAMAGE,VERY HIGH
289,2008,BELMONT,THEFT,VERY HIGH
290,2008,BELMONT,GOOD_ORDER,VERY HIGH
291,2009,BELMONT,PROPERTY_DAMAGE,VERY HIGH
292,2010,BELMONT,UNLAWFUL_ENTRY,MEDIUM
293,2010,BELMONT,PROPERTY_DAMAGE,MEDIUM
294,2010,BELMONT,THEFT,MEDIUM
295,2010,BELMONT,DRUG,MEDIUM
296,2011,BELMONT,PROPERTY_DAMAGE,HIGH
297,2011,BELMONT,THEFT,HIGH
298,2011,BELMONT,THEFT,HIGH
299,2013,BELMONT,UNLAWFUL_ENTRY,VERY LOW
300,2013,BELMONT,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
301,2014,BELMONT,UNLAWFUL_ENTRY,MEDIUM
302,2015,BELMONT,UNLAWFUL_ENTRY,VERY LOW
303,2017,BELMONT,DRUG,VERY LOW
304,2007,BELMONT,ASSAULT,HIGH
305,2010,BELMONT,UNLAWFUL_MOTOR_VEHICLE,MEDIUM
306,2010,BELMONT,THEFT,MEDIUM
307,2011,BELMONT,PROPERTY_DAMAGE,HIGH
308,2011,BELMONT,PROPERTY_DAMAGE,HIGH
309,2012,BELMONT,HANDLING_STOLEN_GOODS,VERY LOW
310,2013,BELMONT,THEFT,VERY LOW
311,2014,BELMONT,DRUG,MEDIUM
312,2015,BELMONT,ASSAULT,VERY LOW
313,2015,BELMONT,UNLAWFUL_ENTRY,VERY LOW
314,2015,BELMONT,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
315,2015,BELMONT,THEFT,VERY LOW
316,2016,BELMONT,DRUG,VERY LOW
317,2017,BELMONT,DRUG,VERY LOW
318,2017,BELMONT,DRUG,VERY LOW
319,2007,BELMONT,GOOD_ORDER,HIGH
320,2008,BELMONT,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
321,2008,BELMONT,DRUG,VERY HIGH
322,2008,BELMONT,ASSAULT,VERY HIGH
323,2009,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
324,2009,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
325,2009,BELMONT,DRUG,VERY HIGH
326,2009,BELMONT,DRUG,VERY HIGH
327,2009,BELMONT,ASSAULT,VERY HIGH
328,2010,BELMONT,THEFT,MEDIUM
329,2010,BELMONT,HANDLING_STOLEN_GOODS,MEDIUM
330,2011,BELMONT,DRUG,HIGH
331,2012,BELMONT,UNLAWFUL_ENTRY,VERY LOW
332,2012,BELMONT,THEFT,VERY LOW
333,2013,BELMONT,THEFT,VERY LOW
334,2015,BELMONT,UNLAWFUL_ENTRY,VERY LOW
335,2015,BELMONT,FRAUD,VERY LOW
336,2016,BELMONT,UNLAWFUL_ENTRY,VERY LOW
337,2016,BELMONT,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
338,2016,BELMONT,THEFT,VERY LOW
339,2017,BELMONT,THEFT,VERY LOW
340,2017,BELMONT,DRUG,VERY LOW
341,2007,BELMONT,PROPERTY_DAMAGE,HIGH
342,2007,BELMONT,UNLAWFUL_ENTRY,HIGH
343,2008,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
344,2008,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
345,2008,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
346,2009,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
347,2010,BELMONT,THEFT,MEDIUM
348,2011,BELMONT,UNLAWFUL_ENTRY,HIGH
349,2012,BELMONT,THEFT,VERY LOW
350,2012,BELMONT,UNLAWFUL_ENTRY,VERY LOW
351,2013,BELMONT,UNLAWFUL_ENTRY,VERY LOW
352,2013,BELMONT,PROPERTY_DAMAGE,VERY LOW
353,2007,BELMONT,THEFT,HIGH
354,2007,BELMONT,DRUG,HIGH
355,2007,BELMONT,GOOD_ORDER,HIGH
356,2007,BELMONT,UNLAWFUL_ENTRY,HIGH
357,2007,BELMONT,UNLAWFUL_ENTRY,HIGH
358,2007,BELMONT,UNLAWFUL_ENTRY,HIGH
359,2008,BELMONT,GOOD_ORDER,VERY HIGH
360,2008,BELMONT,PROPERTY_DAMAGE,VERY HIGH
361,2008,BELMONT,ARSON,VERY HIGH
362,2008,BELMONT,PROPERTY_DAMAGE,VERY HIGH
363,2009,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
364,2009,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
365,2009,BELMONT,GOOD_ORDER,VERY HIGH
366,2009,BELMONT,THEFT,VERY HIGH
367,2009,BELMONT,GOOD_ORDER,VERY HIGH
368,2010,BELMONT,GOOD_ORDER,MEDIUM
369,2010,BELMONT,UNLAWFUL_ENTRY,MEDIUM
370,2010,BELMONT,DRUG,MEDIUM
371,2011,BELMONT,HANDLING_STOLEN_GOODS,HIGH
372,2011,BELMONT,DRUG,HIGH
373,2011,BELMONT,GOOD_ORDER,HIGH
374,2011,BELMONT,GOOD_ORDER,HIGH
375,2012,BELMONT,DRUG,VERY LOW
376,2013,BELMONT,UNLAWFUL_ENTRY,VERY LOW
377,2013,BELMONT,GOOD_ORDER,VERY LOW
378,2013,BELMONT,THEFT,VERY LOW
379,2013,BELMONT,THEFT,VERY LOW
380,2014,BELMONT,THEFT,MEDIUM
381,2014,BELMONT,DRUG,MEDIUM
382,2014,BELMONT,GOOD_ORDER,MEDIUM
383,2014,BELMONT,GOOD_ORDER,MEDIUM
384,2014,BELMONT,GOOD_ORDER,MEDIUM
385,2014,BELMONT,UNLAWFUL_ENTRY,MEDIUM
386,2014,BELMONT,GOOD_ORDER,MEDIUM
387,2015,BELMONT,GOOD_ORDER,VERY LOW
388,2015,BELMONT,THEFT,VERY LOW
389,2015,BELMONT,GOOD_ORDER,VERY LOW
390,2015,BELMONT,GOOD_ORDER,VERY LOW
391,2015,BELMONT,PROPERTY_DAMAGE,VERY LOW
392,2015,BELMONT,DRUG,VERY LOW
393,2015,BELMONT,DRUG,VERY LOW
394,2015,BELMONT,DRUG,VERY LOW
395,2015,BELMONT,UNLAWFUL_ENTRY,VERY LOW
396,2015,BELMONT,GOOD_ORDER,VERY LOW
397,2016,BELMONT,GOOD_ORDER,VERY LOW
398,2016,BELMONT,GOOD_ORDER,VERY LOW
399,2016,BELMONT,DRUG,VERY LOW
400,2016,BELMONT,HANDLING_STOLEN_GOODS,VERY LOW
401,2016,BELMONT,DRUG,VERY LOW
402,2016,BELMONT,THEFT,VERY LOW
403,2016,BELMONT,THEFT,VERY LOW
404,2016,BELMONT,DRUG,VERY LOW
405,2016,BELMONT,PROPERTY_DAMAGE,VERY LOW
406,2017,BELMONT,DRUG,VERY LOW
407,2017,BELMONT,HANDLING_STOLEN_GOODS,VERY LOW
408,2017,BELMONT,DRUG,VERY LOW
409,2017,BELMONT,DRUG,VERY LOW
410,2017,BELMONT,HANDLING_STOLEN_GOODS,VERY LOW
411,2017,BELMONT,DRUG,VERY LOW
412,2017,BELMONT,HANDLING_STOLEN_GOODS,VERY LOW
413,2017,BELMONT,DRUG,VERY LOW
414,2017,BELMONT,DRUG,VERY LOW
415,2017,BELMONT,GOOD_ORDER,VERY LOW
416,2017,BELMONT,GOOD_ORDER,VERY LOW
417,2007,BELMONT,UNLAWFUL_ENTRY,HIGH
418,2007,BELMONT,THEFT,HIGH
419,2009,BELMONT,GOOD_ORDER,VERY HIGH
420,2010,BELMONT,DRUG,MEDIUM
421,2011,BELMONT,UNLAWFUL_ENTRY,HIGH
422,2011,BELMONT,UNLAWFUL_ENTRY,HIGH
423,2011,BELMONT,UNLAWFUL_ENTRY,HIGH
424,2013,BELMONT,THEFT,VERY LOW
425,2016,BELMONT,UNLAWFUL_ENTRY,VERY LOW
426,2016,BELMONT,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
427,2017,BELMONT,THEFT,VERY LOW
428,2017,BELMONT,DRUG,VERY LOW
429,2007,BELMONT,THEFT,HIGH
430,2007,BELMONT,DRUG,HIGH
431,2007,BELMONT,DRUG,HIGH
432,2008,BELMONT,PROPERTY_DAMAGE,VERY HIGH
433,2009,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
434,2009,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
435,2010,BELMONT,UNLAWFUL_ENTRY,MEDIUM
436,2010,BELMONT,THEFT,MEDIUM
437,2010,BELMONT,THEFT,MEDIUM
438,2011,BELMONT,PROPERTY_DAMAGE,HIGH
439,2011,BELMONT,THEFT,HIGH
440,2011,BELMONT,UNLAWFUL_ENTRY,HIGH
441,2011,BELMONT,UNLAWFUL_ENTRY,HIGH
442,2012,BELMONT,UNLAWFUL_ENTRY,VERY LOW
443,2012,BELMONT,UNLAWFUL_ENTRY,VERY LOW
444,2013,BELMONT,UNLAWFUL_ENTRY,VERY LOW
445,2013,BELMONT,THEFT,VERY LOW
446,2013,BELMONT,THEFT,VERY LOW
447,2014,BELMONT,UNLAWFUL_MOTOR_VEHICLE,MEDIUM
448,2014,BELMONT,THEFT,MEDIUM
449,2016,BELMONT,UNLAWFUL_ENTRY,VERY LOW
450,2016,BELMONT,PROPERTY_DAMAGE,VERY LOW
451,2016,BELMONT,DRUG,VERY LOW
452,2016,BELMONT,UNLAWFUL_ENTRY,VERY LOW
453,2017,BELMONT,THEFT,VERY LOW
454,2007,BELMONT,THEFT,HIGH
455,2007,BELMONT,UNLAWFUL_ENTRY,HIGH
456,2007,BELMONT,UNLAWFUL_ENTRY,HIGH
457,2007,BELMONT,UNLAWFUL_ENTRY,HIGH
458,2007,BELMONT,UNLAWFUL_ENTRY,HIGH
459,2007,BELMONT,UNLAWFUL_ENTRY,HIGH
460,2007,BELMONT,UNLAWFUL_ENTRY,HIGH
461,2007,BELMONT,UNLAWFUL_ENTRY,HIGH
462,2007,BELMONT,UNLAWFUL_ENTRY,HIGH
463,2008,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
464,2008,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
465,2008,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
466,2008,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
467,2009,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
468,2009,BELMONT,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
469,2010,BELMONT,UNLAWFUL_ENTRY,MEDIUM
470,2011,BELMONT,ASSAULT,HIGH
471,2011,BELMONT,UNLAWFUL_ENTRY,HIGH
472,2011,BELMONT,THEFT,HIGH
473,2011,BELMONT,THEFT,HIGH
474,2011,BELMONT,THEFT,HIGH
475,2012,BELMONT,UNLAWFUL_ENTRY,VERY LOW
476,2012,BELMONT,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
477,2012,BELMONT,THEFT,VERY LOW
478,2012,BELMONT,THEFT,VERY LOW
479,2013,BELMONT,UNLAWFUL_ENTRY,VERY LOW
