Index,Year,Suburb,OffenceType,CPI-Annual-Change
480,2013,BELMONT,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
481,2014,BELMONT,UNLAWFUL_ENTRY,MEDIUM
482,2016,BELMONT,UNLAWFUL_ENTRY,VERY LOW
483,2016,BELMONT,THEFT,VERY LOW
484,2016,BELMONT,UNLAWFUL_ENTRY,VERY LOW
485,2017,BELMONT,THEFT,VERY LOW
486,2007,BELMONT,PROPERTY_DAMAGE,HIGH
487,2007,BELMONT,THEFT,HIGH
488,2007,BELMONT,UNLAWFUL_ENTRY,HIGH
489,2008,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
490,2008,BELMONT,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
491,2008,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
492,2009,BELMONT,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
493,2010,BELMONT,ASSAULT,MEDIUM
494,2010,BELMONT,PROPERTY_DAMAGE,MEDIUM
495,2010,BELMONT,UNLAWFUL_ENTRY,MEDIUM
496,2010,BELMONT,UNLAWFUL_ENTRY,MEDIUM
497,2010,BELMONT,DRUG,MEDIUM
498,2012,BELMONT,PROPERTY_DAMAGE,VERY LOW
499,2012,BELMONT,THEFT,VERY LOW
500,2012,BELMONT,PROPERTY_DAMAGE,VERY LOW
501,2012,BELMONT,ASSAULT,VERY LOW
502,2012,BELMONT,GOOD_ORDER,VERY LOW
503,2012,BELMONT,ASSAULT,VERY LOW
504,2013,BELMONT,THEFT,VERY LOW
505,2014,BELMONT,THEFT,MEDIUM
506,2015,BELMONT,ASSAULT,VERY LOW
507,2015,BELMONT,GOOD_ORDER,VERY LOW
508,2015,BELMONT,THEFT,VERY LOW
509,2015,BELMONT,UNLAWFUL_ENTRY,VERY LOW
510,2015,BELMONT,UNLAWFUL_ENTRY,VERY LOW
511,2015,BELMONT,THEFT,VERY LOW
512,2015,BELMONT,PROPERTY_DAMAGE,VERY LOW
513,2015,BELMONT,DRUG,VERY LOW
514,2015,BELMONT,DRUG,VERY LOW
515,2015,BELMONT,DRUG,VERY LOW
516,2016,BELMONT,THEFT,VERY LOW
517,2017,BELMONT,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
518,2007,BELMONT,HANDLING_STOLEN_GOODS,HIGH
519,2007,BELMONT,THEFT,HIGH
520,2007,BELMONT,DRUG,HIGH
521,2007,BELMONT,DRUG,HIGH
522,2007,BELMONT,THEFT,HIGH
523,2007,BELMONT,THEFT,HIGH
524,2007,GUMDALE,THEFT,HIGH
525,2008,BELMONT,FRAUD,VERY HIGH
526,2008,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
527,2008,BELMONT,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
528,2008,BELMONT,GOOD_ORDER,VERY HIGH
529,2009,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
530,2009,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
531,2009,BELMONT,GOOD_ORDER,VERY HIGH
532,2010,BELMONT,UNLAWFUL_ENTRY,MEDIUM
533,2010,BELMONT,UNLAWFUL_ENTRY,MEDIUM
534,2010,BELMONT,UNLAWFUL_ENTRY,MEDIUM
535,2010,BELMONT,GOOD_ORDER,MEDIUM
536,2011,BELMONT,UNLAWFUL_ENTRY,HIGH
537,2011,BELMONT,PROPERTY_DAMAGE,HIGH
538,2011,BELMONT,THEFT,HIGH
539,2012,BELMONT,PROPERTY_DAMAGE,VERY LOW
540,2012,BELMONT,THEFT,VERY LOW
541,2012,BELMONT,GOOD_ORDER,VERY LOW
542,2012,BELMONT,GOOD_ORDER,VERY LOW
543,2012,BELMONT,THEFT,VERY LOW
544,2012,BELMONT,GOOD_ORDER,VERY LOW
545,2012,BELMONT,GOOD_ORDER,VERY LOW
546,2012,BELMONT,THEFT,VERY LOW
547,2012,BELMONT,PROPERTY_DAMAGE,VERY LOW
548,2013,BELMONT,GOOD_ORDER,VERY LOW
549,2013,BELMONT,UNLAWFUL_ENTRY,VERY LOW
550,2013,BELMONT,GOOD_ORDER,VERY LOW
551,2014,BELMONT,GOOD_ORDER,MEDIUM
552,2014,BELMONT,UNLAWFUL_MOTOR_VEHICLE,MEDIUM
553,2014,BELMONT,THEFT,MEDIUM
554,2014,BELMONT,DRUG,MEDIUM
555,2014,BELMONT,DRUG,MEDIUM
556,2014,BELMONT,UNLAWFUL_ENTRY,MEDIUM
557,2015,BELMONT,UNLAWFUL_ENTRY,VERY LOW
558,2015,BELMONT,UNLAWFUL_ENTRY,VERY LOW
559,2015,BELMONT,PROPERTY_DAMAGE,VERY LOW
560,2016,BELMONT,THEFT,VERY LOW
561,2016,BELMONT,DRUG,VERY LOW
562,2016,BELMONT,DRUG,VERY LOW
563,2007,BELMONT,DRUG,HIGH
564,2007,BELMONT,GOOD_ORDER,HIGH
565,2008,BELMONT,DRUG,VERY HIGH
566,2007,BELMONT,DRUG,HIGH
567,2008,BELMONT,THEFT,VERY HIGH
568,2008,BELMONT,PROPERTY_DAMAGE,VERY HIGH
569,2008,BELMONT,THEFT,VERY HIGH
570,2008,BELMONT,THEFT,VERY HIGH
571,2008,BELMONT,ARSON,VERY HIGH
572,2008,BELMONT,DRUG,VERY HIGH
573,2008,BELMONT,ASSAULT,VERY HIGH
574,2008,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
575,2009,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
576,2010,BELMONT,PROPERTY_DAMAGE,MEDIUM
577,2010,BELMONT,THEFT,MEDIUM
578,2011,GUMDALE,UNLAWFUL_ENTRY,HIGH
579,2011,GUMDALE,UNLAWFUL_ENTRY,HIGH
580,2011,GUMDALE,THEFT,HIGH
581,2012,BELMONT,UNLAWFUL_ENTRY,VERY LOW
582,2013,BELMONT,FRAUD,VERY LOW
583,2014,BELMONT,UNLAWFUL_ENTRY,MEDIUM
584,2015,BELMONT,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
585,2015,BELMONT,FRAUD,VERY LOW
586,2016,BELMONT,UNLAWFUL_ENTRY,VERY LOW
587,2016,BELMONT,THEFT,VERY LOW
588,2016,BELMONT,DRUG,VERY LOW
589,2017,BELMONT,DRUG,VERY LOW
590,2017,BELMONT,DRUG,VERY LOW
591,2007,BELMONT,PROPERTY_DAMAGE,HIGH
592,2007,BELMONT,THEFT,HIGH
593,2007,BELMONT,THEFT,HIGH
594,2007,BELMONT,THEFT,HIGH
595,2007,BELMONT,THEFT,HIGH
596,2007,BELMONT,THEFT,HIGH
597,2007,BELMONT,THEFT,HIGH
598,2007,BELMONT,FRAUD,HIGH
599,2007,BELMONT,THEFT,HIGH
600,2007,BELMONT,THEFT,HIGH
601,2007,BELMONT,THEFT,HIGH
602,2007,BELMONT,THEFT,HIGH
603,2008,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
604,2008,BELMONT,THEFT,VERY HIGH
605,2008,BELMONT,GOOD_ORDER,VERY HIGH
606,2008,BELMONT,THEFT,VERY HIGH
607,2008,BELMONT,THEFT,VERY HIGH
608,2008,BELMONT,THEFT,VERY HIGH
609,2008,BELMONT,THEFT,VERY HIGH
610,2008,BELMONT,THEFT,VERY HIGH
611,2008,BELMONT,GOOD_ORDER,VERY HIGH
612,2008,BELMONT,THEFT,VERY HIGH
613,2008,BELMONT,THEFT,VERY HIGH
614,2008,BELMONT,THEFT,VERY HIGH
615,2008,BELMONT,THEFT,VERY HIGH
616,2008,BELMONT,THEFT,VERY HIGH
617,2008,BELMONT,THEFT,VERY HIGH
618,2008,BELMONT,THEFT,VERY HIGH
619,2008,BELMONT,THEFT,VERY HIGH
620,2008,BELMONT,THEFT,VERY HIGH
621,2008,BELMONT,THEFT,VERY HIGH
622,2008,BELMONT,THEFT,VERY HIGH
623,2008,BELMONT,THEFT,VERY HIGH
624,2008,BELMONT,THEFT,VERY HIGH
625,2008,BELMONT,THEFT,VERY HIGH
626,2008,BELMONT,GOOD_ORDER,VERY HIGH
627,2008,BELMONT,THEFT,VERY HIGH
628,2008,BELMONT,FRAUD,VERY HIGH
629,2008,BELMONT,THEFT,VERY HIGH
630,2009,BELMONT,THEFT,VERY HIGH
631,2009,BELMONT,THEFT,VERY HIGH
632,2009,BELMONT,THEFT,VERY HIGH
633,2009,BELMONT,THEFT,VERY HIGH
634,2009,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
635,2009,BELMONT,THEFT,VERY HIGH
636,2009,BELMONT,THEFT,VERY HIGH
637,2009,BELMONT,THEFT,VERY HIGH
638,2009,BELMONT,FRAUD,VERY HIGH
639,2009,BELMONT,FRAUD,VERY HIGH
640,2009,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
641,2009,BELMONT,THEFT,VERY HIGH
642,2009,BELMONT,THEFT,VERY HIGH
643,2009,BELMONT,THEFT,VERY HIGH
644,2009,BELMONT,THEFT,VERY HIGH
645,2009,BELMONT,THEFT,VERY HIGH
646,2009,BELMONT,UNLAWFUL_ENTRY,VERY HIGH
647,2009,BELMONT,THEFT,VERY HIGH
648,2009,BELMONT,THEFT,VERY HIGH
649,2009,BELMONT,THEFT,VERY HIGH
650,2009,BELMONT,THEFT,VERY HIGH
651,2009,BELMONT,THEFT,VERY HIGH
652,2009,BELMONT,THEFT,VERY HIGH
653,2009,BELMONT,THEFT,VERY HIGH
654,2009,BELMONT,THEFT,VERY HIGH
655,2010,BELMONT,THEFT,MEDIUM
656,2010,BELMONT,GOOD_ORDER,MEDIUM
657,2010,BELMONT,THEFT,MEDIUM
658,2010,BELMONT,THEFT,MEDIUM
659,2010,BELMONT,THEFT,MEDIUM
660,2010,BELMONT,THEFT,MEDIUM
661,2010,BELMONT,THEFT,MEDIUM
662,2010,BELMONT,THEFT,MEDIUM
663,2010,BELMONT,THEFT,MEDIUM
664,2010,BELMONT,THEFT,MEDIUM
665,2010,BELMONT,GOOD_ORDER,MEDIUM
666,2010,BELMONT,GOOD_ORDER,MEDIUM
667,2010,BELMONT,UNLAWFUL_ENTRY,MEDIUM
668,2010,BELMONT,THEFT,MEDIUM
669,2010,BELMONT,THEFT,MEDIUM
670,2010,BELMONT,THEFT,MEDIUM
671,2010,BELMONT,THEFT,MEDIUM
672,2010,BELMONT,THEFT,MEDIUM
673,2010,BELMONT,THEFT,MEDIUM
674,2010,BELMONT,THEFT,MEDIUM
675,2010,BELMONT,THEFT,MEDIUM
676,2010,BELMONT,THEFT,MEDIUM
677,2010,BELMONT,THEFT,MEDIUM
678,2010,BELMONT,FRAUD,MEDIUM
679,2010,BELMONT,THEFT,MEDIUM
680,2010,BELMONT,THEFT,MEDIUM
681,2010,BELMONT,THEFT,MEDIUM
682,2010,BELMONT,THEFT,MEDIUM
683,2010,BELMONT,THEFT,MEDIUM
684,2010,BELMONT,THEFT,MEDIUM
685,2011,BELMONT,THEFT,HIGH
686,2011,BELMONT,THEFT,HIGH
687,2011,BELMONT,THEFT,HIGH
688,2011,BELMONT,THEFT,HIGH
689,2011,BELMONT,UNLAWFUL_ENTRY,HIGH
690,2011,BELMONT,THEFT,HIGH
691,2011,BELMONT,THEFT,HIGH
692,2011,BELMONT,UNLAWFUL_ENTRY,HIGH
693,2011,BELMONT,UNLAWFUL_ENTRY,HIGH
694,2011,BELMONT,THEFT,HIGH
695,2011,BELMONT,THEFT,HIGH
696,2011,BELMONT,FRAUD,HIGH
697,2011,BELMONT,THEFT,HIGH
698,2011,BELMONT,DRUG,HIGH
699,2011,BELMONT,GOOD_ORDER,HIGH
700,2011,BELMONT,ROBBERY,HIGH
701,2011,BELMONT,THEFT,HIGH
702,2011,BELMONT,THEFT,HIGH
703,2011,BELMONT,THEFT,HIGH
704,2011,BELMONT,THEFT,HIGH
705,2011,BELMONT,THEFT,HIGH
706,2011,BELMONT,THEFT,HIGH
707,2011,BELMONT,THEFT,HIGH
708,2011,BELMONT,THEFT,HIGH
709,2011,BELMONT,GOOD_ORDER,HIGH
710,2011,BELMONT,THEFT,HIGH
711,2011,BELMONT,THEFT,HIGH
712,2011,BELMONT,THEFT,HIGH
713,2011,BELMONT,THEFT,HIGH
714,2011,BELMONT,THEFT,HIGH
715,2011,BELMONT,THEFT,HIGH
716,2011,BELMONT,THEFT,HIGH
717,2011,BELMONT,THEFT,HIGH
718,2011,BELMONT,THEFT,HIGH
719,2011,BELMONT,THEFT,HIGH
720,2011,BELMONT,THEFT,HIGH
721,2011,BELMONT,THEFT,HIGH
722,2011,BELMONT,THEFT,HIGH
723,2011,BELMONT,THEFT,HIGH
724,2011,BELMONT,THEFT,HIGH
725,2011,BELMONT,THEFT,HIGH
726,2011,BELMONT,UNLAWFUL_ENTRY,HIGH
727,2011,BELMONT,THEFT,HIGH
728,2011,BELMONT,THEFT,HIGH
729,2011,BELMONT,THEFT,HIGH
730,2011,BELMONT,THEFT,HIGH
731,2012,BELMONT,UNLAWFUL_ENTRY,VERY LOW
732,2012,BELMONT,THEFT,VERY LOW
733,2012,BELMONT,THEFT,VERY LOW
734,2012,BELMONT,THEFT,VERY LOW
735,2012,BELMONT,THEFT,VERY LOW
736,2012,BELMONT,THEFT,VERY LOW
737,2012,BELMONT,THEFT,VERY LOW
738,2012,BELMONT,THEFT,VERY LOW
739,2012,BELMONT,THEFT,VERY LOW
740,2012,BELMONT,THEFT,VERY LOW
741,2012,BELMONT,THEFT,VERY LOW
742,2012,BELMONT,THEFT,VERY LOW
743,2012,BELMONT,THEFT,VERY LOW
744,2012,BELMONT,THEFT,VERY LOW
745,2012,BELMONT,THEFT,VERY LOW
746,2012,BELMONT,THEFT,VERY LOW
747,2012,BELMONT,THEFT,VERY LOW
748,2012,BELMONT,THEFT,VERY LOW
749,2012,BELMONT,THEFT,VERY LOW
750,2012,BELMONT,THEFT,VERY LOW
751,2012,BELMONT,FRAUD,VERY LOW
752,2012,BELMONT,FRAUD,VERY LOW
753,2012,BELMONT,ARSON,VERY LOW
754,2012,BELMONT,THEFT,VERY LOW
755,2012,BELMONT,THEFT,VERY LOW
756,2012,BELMONT,THEFT,VERY LOW
757,2012,BELMONT,THEFT,VERY LOW
758,2012,BELMONT,THEFT,VERY LOW
759,2012,BELMONT,THEFT,VERY LOW
760,2012,BELMONT,THEFT,VERY LOW
761,2012,BELMONT,THEFT,VERY LOW
762,2012,BELMONT,THEFT,VERY LOW
763,2012,BELMONT,THEFT,VERY LOW
764,2012,BELMONT,THEFT,VERY LOW
765,2012,BELMONT,THEFT,VERY LOW
766,2012,BELMONT,THEFT,VERY LOW
767,2012,BELMONT,THEFT,VERY LOW
768,2012,BELMONT,THEFT,VERY LOW
769,2012,BELMONT,THEFT,VERY LOW
770,2012,BELMONT,THEFT,VERY LOW
771,2012,BELMONT,THEFT,VERY LOW
772,2012,BELMONT,THEFT,VERY LOW
773,2012,BELMONT,THEFT,VERY LOW
774,2012,BELMONT,THEFT,VERY LOW
775,2012,BELMONT,THEFT,VERY LOW
776,2013,BELMONT,THEFT,VERY LOW
777,2013,BELMONT,THEFT,VERY LOW
778,2012,BELMONT,THEFT,VERY LOW
779,2012,BELMONT,THEFT,VERY LOW
780,2012,BELMONT,THEFT,VERY LOW
781,2012,BELMONT,THEFT,VERY LOW
782,2012,BELMONT,THEFT,VERY LOW
783,2012,BELMONT,THEFT,VERY LOW
784,2012,BELMONT,THEFT,VERY LOW
785,2012,BELMONT,THEFT,VERY LOW
786,2012,BELMONT,THEFT,VERY LOW
787,2012,BELMONT,THEFT,VERY LOW
788,2012,BELMONT,ROBBERY,VERY LOW
789,2012,BELMONT,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
790,2012,BELMONT,THEFT,VERY LOW
791,2012,BELMONT,THEFT,VERY LOW
792,2012,BELMONT,THEFT,VERY LOW
793,2012,BELMONT,THEFT,VERY LOW
794,2012,BELMONT,THEFT,VERY LOW
795,2012,BELMONT,THEFT,VERY LOW
796,2012,BELMONT,THEFT,VERY LOW
797,2012,BELMONT,THEFT,VERY LOW
798,2012,BELMONT,THEFT,VERY LOW
799,2012,BELMONT,THEFT,VERY LOW
800,2012,BELMONT,THEFT,VERY LOW
801,2012,BELMONT,THEFT,VERY LOW
802,2012,BELMONT,THEFT,VERY LOW
803,2013,BELMONT,GOOD_ORDER,VERY LOW
804,2013,BELMONT,THEFT,VERY LOW
805,2013,BELMONT,THEFT,VERY LOW
806,2013,BELMONT,THEFT,VERY LOW
807,2013,BELMONT,THEFT,VERY LOW
808,2013,BELMONT,THEFT,VERY LOW
809,2013,BELMONT,GOOD_ORDER,VERY LOW
810,2013,BELMONT,THEFT,VERY LOW
811,2013,BELMONT,UNLAWFUL_ENTRY,VERY LOW
812,2013,BELMONT,THEFT,VERY LOW
813,2013,BELMONT,THEFT,VERY LOW
814,2013,BELMONT,THEFT,VERY LOW
815,2013,BELMONT,THEFT,VERY LOW
816,2013,BELMONT,FRAUD,VERY LOW
817,2013,BELMONT,THEFT,VERY LOW
818,2013,BELMONT,THEFT,VERY LOW
819,2013,BELMONT,THEFT,VERY LOW
820,2013,BELMONT,THEFT,VERY LOW
821,2013,BELMONT,THEFT,VERY LOW
822,2013,BELMONT,THEFT,VERY LOW
823,2013,BELMONT,PROPERTY_DAMAGE,VERY LOW
824,2013,BELMONT,PROPERTY_DAMAGE,VERY LOW
825,2013,BELMONT,THEFT,VERY LOW
826,2013,BELMONT,THEFT,VERY LOW
827,2013,BELMONT,THEFT,VERY LOW
828,2013,BELMONT,THEFT,VERY LOW
829,2013,BELMONT,THEFT,VERY LOW
830,2013,BELMONT,THEFT,VERY LOW
831,2013,BELMONT,THEFT,VERY LOW
832,2013,BELMONT,GOOD_ORDER,VERY LOW
833,2013,BELMONT,GOOD_ORDER,VERY LOW
834,2013,BELMONT,GOOD_ORDER,VERY LOW
835,2013,BELMONT,GOOD_ORDER,VERY LOW
836,2013,BELMONT,THEFT,VERY LOW
837,2013,BELMONT,THEFT,VERY LOW
838,2013,BELMONT,THEFT,VERY LOW
839,2013,BELMONT,THEFT,VERY LOW
840,2013,BELMONT,THEFT,VERY LOW
841,2013,BELMONT,THEFT,VERY LOW
842,2013,BELMONT,THEFT,VERY LOW
843,2013,BELMONT,THEFT,VERY LOW
844,2013,BELMONT,THEFT,VERY LOW
845,2013,BELMONT,THEFT,VERY LOW
846,2013,BELMONT,THEFT,VERY LOW
847,2013,BELMONT,THEFT,VERY LOW
848,2013,BELMONT,THEFT,VERY LOW
849,2013,BELMONT,THEFT,VERY LOW
850,2013,BELMONT,THEFT,VERY LOW
851,2013,BELMONT,THEFT,VERY LOW
852,2013,BELMONT,THEFT,VERY LOW
853,2013,BELMONT,THEFT,VERY LOW
854,2013,BELMONT,FRAUD,VERY LOW
855,2013,BELMONT,PROPERTY_DAMAGE,VERY LOW
856,2013,BELMONT,THEFT,VERY LOW
857,2013,BELMONT,THEFT,VERY LOW
858,2013,BELMONT,THEFT,VERY LOW
859,2013,BELMONT,THEFT,VERY LOW
860,2013,BELMONT,THEFT,VERY LOW
861,2013,BELMONT,PROPERTY_DAMAGE,VERY LOW
862,2013,BELMONT,THEFT,VERY LOW
863,2013,BELMONT,THEFT,VERY LOW
864,2013,BELMONT,THEFT,VERY LOW
865,2013,BELMONT,THEFT,VERY LOW
866,2013,BELMONT,THEFT,VERY LOW
867,2013,BELMONT,THEFT,VERY LOW
868,2013,BELMONT,THEFT,VERY LOW
869,2013,BELMONT,THEFT,VERY LOW
870,2013,BELMONT,THEFT,VERY LOW
871,2013,BELMONT,THEFT,VERY LOW
872,2013,BELMONT,THEFT,VERY LOW
873,2013,BELMONT,THEFT,VERY LOW
874,2013,BELMONT,UNLAWFUL_ENTRY,VERY LOW
875,2013,BELMONT,THEFT,VERY LOW
876,2013,BELMONT,THEFT,VERY LOW
877,2013,BELMONT,THEFT,VERY LOW
878,2013,BELMONT,THEFT,VERY LOW
879,2013,BELMONT,THEFT,VERY LOW
880,2013,BELMONT,THEFT,VERY LOW
881,2013,BELMONT,THEFT,VERY LOW
882,2013,BELMONT,THEFT,VERY LOW
883,2013,BELMONT,THEFT,VERY LOW
884,2013,BELMONT,THEFT,VERY LOW
885,2013,BELMONT,THEFT,VERY LOW
886,2013,BELMONT,THEFT,VERY LOW
887,2013,BELMONT,THEFT,VERY LOW
888,2013,BELMONT,THEFT,VERY LOW
889,2013,BELMONT,THEFT,VERY LOW
890,2013,BELMONT,THEFT,VERY LOW
891,2013,BELMONT,THEFT,VERY LOW
892,2013,BELMONT,THEFT,VERY LOW
893,2014,BELMONT,THEFT,MEDIUM
894,2014,BELMONT,THEFT,MEDIUM
895,2014,BELMONT,THEFT,MEDIUM
896,2014,BELMONT,THEFT,MEDIUM
897,2014,BELMONT,THEFT,MEDIUM
898,2014,BELMONT,FRAUD,MEDIUM
899,2014,BELMONT,THEFT,MEDIUM
900,2014,BELMONT,THEFT,MEDIUM
901,2014,BELMONT,THEFT,MEDIUM
902,2014,BELMONT,THEFT,MEDIUM
903,2014,BELMONT,THEFT,MEDIUM
904,2014,BELMONT,THEFT,MEDIUM
905,2014,BELMONT,THEFT,MEDIUM
906,2014,BELMONT,GOOD_ORDER,MEDIUM
907,2014,BELMONT,THEFT,MEDIUM
908,2014,BELMONT,THEFT,MEDIUM
909,2014,BELMONT,THEFT,MEDIUM
910,2014,BELMONT,THEFT,MEDIUM
911,2014,BELMONT,THEFT,MEDIUM
912,2014,BELMONT,THEFT,MEDIUM
913,2014,BELMONT,THEFT,MEDIUM
914,2014,BELMONT,THEFT,MEDIUM
915,2014,BELMONT,THEFT,MEDIUM
916,2014,BELMONT,THEFT,MEDIUM
917,2014,BELMONT,THEFT,MEDIUM
918,2014,BELMONT,THEFT,MEDIUM
919,2014,BELMONT,THEFT,MEDIUM
920,2014,BELMONT,THEFT,MEDIUM
921,2014,BELMONT,THEFT,MEDIUM
922,2014,BELMONT,THEFT,MEDIUM
923,2014,BELMONT,THEFT,MEDIUM
924,2014,BELMONT,THEFT,MEDIUM
925,2014,BELMONT,THEFT,MEDIUM
926,2014,BELMONT,DRUG,MEDIUM
927,2014,BELMONT,GOOD_ORDER,MEDIUM
928,2014,BELMONT,THEFT,MEDIUM
929,2014,BELMONT,THEFT,MEDIUM
930,2014,BELMONT,FRAUD,MEDIUM
931,2014,BELMONT,THEFT,MEDIUM
932,2014,BELMONT,THEFT,MEDIUM
933,2014,BELMONT,THEFT,MEDIUM
934,2014,BELMONT,THEFT,MEDIUM
935,2014,BELMONT,THEFT,MEDIUM
936,2014,BELMONT,THEFT,MEDIUM
937,2014,BELMONT,THEFT,MEDIUM
938,2014,BELMONT,THEFT,MEDIUM
939,2014,BELMONT,THEFT,MEDIUM
940,2014,BELMONT,THEFT,MEDIUM
941,2014,BELMONT,THEFT,MEDIUM
942,2014,BELMONT,ASSAULT,MEDIUM
943,2014,BELMONT,THEFT,MEDIUM
944,2014,BELMONT,THEFT,MEDIUM
945,2014,BELMONT,THEFT,MEDIUM
946,2014,BELMONT,GOOD_ORDER,MEDIUM
947,2015,BELMONT,THEFT,VERY LOW
948,2015,BELMONT,THEFT,VERY LOW
949,2015,BELMONT,THEFT,VERY LOW
950,2015,BELMONT,THEFT,VERY LOW
951,2015,BELMONT,THEFT,VERY LOW
952,2015,BELMONT,THEFT,VERY LOW
953,2015,BELMONT,THEFT,VERY LOW
954,2015,BELMONT,THEFT,VERY LOW
955,2015,BELMONT,THEFT,VERY LOW
956,2015,BELMONT,THEFT,VERY LOW
957,2015,BELMONT,THEFT,VERY LOW
958,2015,BELMONT,THEFT,VERY LOW
959,2015,BELMONT,THEFT,VERY LOW
960,2015,BELMONT,THEFT,VERY LOW
961,2015,BELMONT,THEFT,VERY LOW
962,2015,BELMONT,THEFT,VERY LOW
963,2015,BELMONT,THEFT,VERY LOW
964,2015,BELMONT,THEFT,VERY LOW
965,2015,BELMONT,THEFT,VERY LOW
966,2015,BELMONT,FRAUD,VERY LOW
967,2015,BELMONT,GOOD_ORDER,VERY LOW
968,2015,BELMONT,THEFT,VERY LOW
969,2015,BELMONT,THEFT,VERY LOW
970,2015,BELMONT,THEFT,VERY LOW
971,2015,BELMONT,THEFT,VERY LOW
972,2015,BELMONT,THEFT,VERY LOW
973,2015,BELMONT,THEFT,VERY LOW
974,2015,BELMONT,THEFT,VERY LOW
975,2015,BELMONT,THEFT,VERY LOW
976,2015,BELMONT,THEFT,VERY LOW
977,2015,BELMONT,THEFT,VERY LOW
978,2015,BELMONT,THEFT,VERY LOW
979,2015,BELMONT,THEFT,VERY LOW
980,2015,BELMONT,THEFT,VERY LOW
981,2015,BELMONT,THEFT,VERY LOW
982,2015,BELMONT,THEFT,VERY LOW
983,2015,BELMONT,GOOD_ORDER,VERY LOW
984,2015,BELMONT,GOOD_ORDER,VERY LOW
985,2015,BELMONT,THEFT,VERY LOW
986,2015,BELMONT,THEFT,VERY LOW
987,2015,BELMONT,THEFT,VERY LOW
988,2015,BELMONT,THEFT,VERY LOW
989,2015,BELMONT,THEFT,VERY LOW
990,2015,BELMONT,THEFT,VERY LOW
991,2015,BELMONT,THEFT,VERY LOW
992,2015,BELMONT,THEFT,VERY LOW
993,2015,BELMONT,THEFT,VERY LOW
994,2015,BELMONT,THEFT,VERY LOW
995,2015,BELMONT,THEFT,VERY LOW
996,2015,BELMONT,THEFT,VERY LOW
997,2015,BELMONT,THEFT,VERY LOW
998,2015,BELMONT,THEFT,VERY LOW
999,2015,BELMONT,THEFT,VERY LOW
1000,2015,BELMONT,THEFT,VERY LOW
1001,2015,BELMONT,UNLAWFUL_ENTRY,VERY LOW
1002,2016,BELMONT,FRAUD,VERY LOW
1003,2016,BELMONT,THEFT,VERY LOW
1004,2016,BELMONT,THEFT,VERY LOW
1005,2016,BELMONT,THEFT,VERY LOW
1006,2016,BELMONT,THEFT,VERY LOW
1007,2016,BELMONT,THEFT,VERY LOW
1008,2016,BELMONT,THEFT,VERY LOW
1009,2016,BELMONT,THEFT,VERY LOW
1010,2016,BELMONT,THEFT,VERY LOW
1011,2016,BELMONT,THEFT,VERY LOW
1012,2016,BELMONT,THEFT,VERY LOW
1013,2016,BELMONT,THEFT,VERY LOW
1014,2016,BELMONT,THEFT,VERY LOW
1015,2016,BELMONT,THEFT,VERY LOW
1016,2016,BELMONT,THEFT,VERY LOW
1017,2016,BELMONT,THEFT,VERY LOW
1018,2016,BELMONT,THEFT,VERY LOW
1019,2016,BELMONT,THEFT,VERY LOW
1020,2016,BELMONT,THEFT,VERY LOW
1021,2016,BELMONT,THEFT,VERY LOW
1022,2016,BELMONT,THEFT,VERY LOW
1023,2016,BELMONT,THEFT,VERY LOW
1024,2016,BELMONT,THEFT,VERY LOW
1025,2016,BELMONT,THEFT,VERY LOW
1026,2016,BELMONT,THEFT,VERY LOW
1027,2016,BELMONT,THEFT,VERY LOW
1028,2016,BELMONT,THEFT,VERY LOW
1029,2016,BELMONT,THEFT,VERY LOW
1030,2016,BELMONT,THEFT,VERY LOW
1031,2016,BELMONT,THEFT,VERY LOW
1032,2016,BELMONT,THEFT,VERY LOW
1033,2016,BELMONT,THEFT,VERY LOW
1034,2016,BELMONT,THEFT,VERY LOW
1035,2016,BELMONT,THEFT,VERY LOW
1036,2016,BELMONT,THEFT,VERY LOW
1037,2016,BELMONT,THEFT,VERY LOW
1038,2016,BELMONT,THEFT,VERY LOW
1039,2016,BELMONT,THEFT,VERY LOW
1040,2016,BELMONT,THEFT,VERY LOW
1041,2016,BELMONT,THEFT,VERY LOW
1042,2016,BELMONT,THEFT,VERY LOW
1043,2016,BELMONT,THEFT,VERY LOW
1044,2016,BELMONT,THEFT,VERY LOW
1045,2016,BELMONT,THEFT,VERY LOW
1046,2016,BELMONT,THEFT,VERY LOW
1047,2016,BELMONT,THEFT,VERY LOW
1048,2016,BELMONT,THEFT,VERY LOW
